Scan started at 15:00:19 30/09/2014
Time (s)	x (nT)	y (nT)	z (nT)	Frequency (Hz)	x (nT)	y (nT)	z (nT)
1.62243	-368.018	557.108	-23.0768	31.9843	0.283216	0.437227	0.012113	
1.62742	-367.834	556.939	-23.4305	32.0821	0.215458	0.33245	0.0114112	
1.63241	-367.748	556.884	-23.5802	32.1799	0.288776	0.445149	0.0121742	
1.6374	-367.944	557.05	-23.2359	32.2777	0.205852	0.317339	0.0114433	
1.64239	-368.035	557.108	-23.0923	32.3755	0.292685	0.45194	0.0121099	
1.64739	-367.838	556.94	-23.4392	32.4733	0.19693	0.303356	0.0112229	
1.65238	-367.749	556.882	-23.5724	32.5711	0.296098	0.456945	0.0120089	
1.65737	-367.938	557.051	-23.2117	32.6689	0.18889	0.291137	0.0111792	
1.66236	-368.026	557.111	-23.075	32.7667	0.298156	0.460702	0.0118602	
1.66735	-367.833	556.939	-23.4376	32.8646	0.182862	0.28124	0.0109655	
1.67235	-367.742	556.871	-23.5873	32.9624	0.299365	0.462551	0.0120245	
1.67734	-367.941	557.04	-23.2286	33.0602	0.177919	0.273604	0.0109806	
1.68233	-368.038	557.105	-23.0757	33.158	0.299435	0.462897	0.0118574	
1.68732	-367.836	556.936	-23.441	33.2558	0.175021	0.268888	0.0110354	
1.69232	-367.738	556.875	-23.5901	33.3536	0.298548	0.461686	0.0118867	
1.69731	-367.942	557.05	-23.2242	33.4514	0.173769	0.266797	0.0109736	
1.7023	-368.037	557.115	-23.0731	33.5492	0.296704	0.45861	0.011747	
1.70729	-367.833	556.946	-23.4353	33.647	0.174282	0.267937	0.0109615	
1.71228	-367.737	556.881	-23.5905	33.7449	0.293686	0.454007	0.0117348	
1.71728	-367.938	557.043	-23.2274	33.8427	0.176543	0.271625	0.010736	
1.72227	-368.039	557.106	-23.0614	33.9405	0.289919	0.447672	0.0116532	
1.72726	-367.832	556.945	-23.4241	34.0383	0.180228	0.277603	0.0108707	
1.73225	-367.734	556.872	-23.5917	34.1361	0.285187	0.440319	0.0114899	
1.73724	-367.943	557.037	-23.2192	34.2339	0.185386	0.28574	0.0106061	
1.74224	-368.037	557.119	-23.0596	34.3317	0.279121	0.431402	0.0116031	
1.74723	-367.833	556.95	-23.4326	34.4295	0.191514	0.29521	0.0106565	
1.75222	-367.733	556.871	-23.5942	34.5273	0.272534	0.420797	0.0113064	
1.75721	-367.945	557.033	-23.2283	34.6252	0.198611	0.306005	0.0108766	
1.7622	-368.048	557.104	-23.0585	34.723	0.265175	0.409108	0.0112096	
1.7672	-367.833	556.941	-23.4269	34.8208	0.205852	0.317506	0.010923	
1.77219	-367.735	556.87	-23.5958	34.9186	0.257142	0.396594	0.0109294	
1.77718	-367.941	557.047	-23.2238	35.0164	0.213614	0.329522	0.0109825	
1.78217	-368.037	557.122	-23.0569	35.1142	0.248208	0.383179	0.010956	
1.78716	-367.831	556.94	-23.4287	35.212	0.221259	0.341391	0.0107254	
1.79216	-367.731	556.858	-23.5992	35.3098	0.239099	0.36898	0.0108726	
1.79715	-367.943	557.023	-23.2253	35.4076	0.228832	0.353133	0.0108112	
1.80214	-368.046	557.105	-23.0529	35.5055	0.22952	0.354351	0.0107856	
1.80713	-367.829	556.94	-23.4246	35.6033	0.236044	0.364273	0.0108988	
1.81212	-367.727	556.859	-23.6005	35.7011	0.220018	0.339442	0.0106548	
1.81712	-367.943	557.036	-23.2279	35.7989	0.242729	0.374797	0.0109409	
1.82211	-368.038	557.12	-23.0508	35.8967	0.210382	0.324397	0.0105901	
1.8271	-367.82	556.944	-23.4264	35.9945	0.248904	0.384256	0.0108233	
1.83209	-367.731	556.862	-23.6033	36.0923	0.200922	0.309561	0.0103134	
1.83709	-367.956	557.032	-23.2277	36.1901	0.254337	0.392816	0.0108724	
1.84208	-368.052	557.111	-23.0488	36.2879	0.191815	0.295354	0.0103002	
1.84707	-367.83	556.941	-23.4258	36.3858	0.258969	0.400114	0.01071	
1.85206	-367.729	556.866	-23.6053	36.4836	0.183175	0.282021	0.0101614	
1.85705	-367.945	557.045	-23.2295	36.5814	0.262959	0.406269	0.0109285	
1.86205	-368.035	557.123	-23.049	36.6792	0.175494	0.27031	0.0099955	
1.86704	-367.816	556.943	-23.4285	36.777	0.265887	0.410621	0.0107661	
1.87203	-367.729	556.858	-23.6116	36.8748	0.168734	0.259856	0.0101429	
1.87702	-367.959	557.031	-23.2319	36.9726	0.268099	0.413989	0.0104905	
1.88201	-368.054	557.119	-23.0492	37.0704	0.163341	0.25135	0.00994751	
1.88701	-367.821	556.947	-23.4287	37.1683	0.269065	0.415922	0.010801	
1.892	-367.723	556.855	-23.615	37.2661	0.159418	0.245121	0.00989679	
1.89699	-367.953	557.041	-23.2351	37.3639	0.269379	0.416249	0.0107247	
1.90198	-368.051	557.134	-23.0455	37.4617	0.15715	0.241503	0.0098753	
1.90697	-367.821	556.95	-23.4247	37.5595	0.268512	0.414996	0.0106568	
1.91197	-367.729	556.856	-23.6165	37.6573	0.156363	0.24041	0.00980734	
1.91696	-367.961	557.025	-23.2412	37.7551	0.266959	0.412402	0.0107683	
1.92195	-368.054	557.111	-23.0457	37.8529	0.157095	0.241935	0.00977472	
1.92694	-367.818	556.939	-23.4189	37.9507	0.264341	0.408317	0.0105659	
1.93193	-367.714	556.857	-23.6072	38.0486	0.159782	0.245532	0.00977762	
1.93693	-367.953	557.042	-23.2266	38.1464	0.260644	0.402838	0.0105918	
1.94192	-368.053	557.13	-23.0428	38.2442	0.163458	0.251536	0.00983087	
1.94691	-367.814	556.947	-23.4288	38.342	0.256391	0.395948	0.0102461	
1.9519	-367.719	556.851	-23.6201	38.4398	0.168365	0.259186	0.00972137	
1.9569	-367.961	557.024	-23.2382	38.5376	0.251079	0.387914	0.0103569	
1.96189	-368.059	557.121	-23.046	38.6354	0.174284	0.268206	0.00977471	
1.96688	-367.816	556.942	-23.4265	38.7332	0.245118	0.378712	0.0101528	
1.97187	-367.717	556.846	-23.6097	38.831	0.18066	0.278394	0.00976096	
1.97686	-367.958	557.033	-23.2233	38.9289	0.238404	0.368283	0.0101651	
1.98186	-368.059	557.129	-23.0372	39.0267	0.187549	0.289148	0.00976635	
1.98685	-367.814	556.945	-23.4213	39.1245	0.231201	0.356979	0.00998881	
1.99184	-367.713	556.84	-23.6166	39.2223	0.194555	0.300125	0.00976687	
1.99683	-367.962	557.017	-23.2443	39.3201	0.223489	0.344926	0.0100618	
2.00182	-368.057	557.113	-23.0523	39.4179	0.201734	0.311123	0.00979001	
2.00682	-367.814	556.933	-23.4235	39.5157	0.215216	0.33226	0.00970169	
2.01181	-367.72	556.847	-23.6113	39.6135	0.208586	0.321964	0.00986756	
2.0168	-367.956	557.034	-23.2336	39.7113	0.206683	0.319101	0.00986582	
2.02179	-368.046	557.128	-23.0446	39.8092	0.215224	0.332131	0.00977225	
2.02678	-367.804	556.942	-23.4236	39.907	0.198166	0.305653	0.00958113	
2.03178	-367.717	556.841	-23.619	40.0048	0.221345	0.341704	0.00995742	
2.03677	-367.963	557.016	-23.2405	40.1026	0.189481	0.292376	0.00945327	
2.04176	-368.052	557.123	-23.0458	40.2004	0.226989	0.35033	0.00994655	
2.04675	-367.803	556.948	-23.4166	40.2982	0.180964	0.27918	0.00950352	
2.05174	-367.711	556.846	-23.6061	40.396	0.232035	0.35823	0.00989581	
2.05674	-367.961	557.027	-23.2408	40.4938	0.172928	0.266466	0.00939535	
2.06173	-368.046	557.128	-23.045	40.5916	0.23631	0.36483	0.00995423	
2.06672	-367.799	556.943	-23.421	40.6895	0.165426	0.254715	0.00927903	
2.07171	-367.719	556.837	-23.6239	40.7873	0.239815	0.370461	0.00986084	
2.07671	-367.971	557.022	-23.2465	40.8851	0.158695	0.244193	0.00932164	
2.0817	-368.066	557.118	-23.0416	40.9829	0.242498	0.374779	0.009882	
2.08669	-367.81	556.938	-23.4123	41.0807	0.152768	0.235153	0.00902181	
2.09168	-367.711	556.845	-23.6123	41.1785	0.244513	0.377569	0.00985098	
2.09667	-367.962	557.029	-23.2508	41.2763	0.148126	0.228074	0.00901668	
2.10167	-368.053	557.132	-23.0603	41.3741	0.245466	0.379332	0.00991326	
2.10666	-367.806	556.947	-23.4199	41.4719	0.145001	0.222808	0.00906033	
2.11165	-367.724	556.838	-23.6153	41.5698	0.24577	0.379594	0.00980909	
2.11664	-367.981	557.011	-23.2451	41.6676	0.142949	0.219988	0.00906094	
2.12163	-368.062	557.125	-23.0474	41.7654	0.24502	0.378577	0.00979166	
2.12663	-367.796	556.949	-23.4168	41.8632	0.142866	0.219506	0.00889459	
2.13162	-367.705	556.84	-23.6085	41.961	0.243379	0.376111	0.0096567	
2.13661	-367.964	557.028	-23.2486	42.0588	0.143889	0.221422	0.00905324	
2.1416	-368.053	557.134	-23.0562	42.1566	0.241105	0.372491	0.00963861	
2.14659	-367.796	556.944	-23.4221	42.2544	0.146569	0.22533	0.00895561	
2.15159	-367.712	556.835	-23.6193	42.3522	0.237837	0.367443	0.00949698	
2.15658	-367.981	557.018	-23.2523	42.4501	0.150239	0.231146	0.00899179	
2.16157	-368.068	557.128	-23.0496	42.5479	0.233737	0.361199	0.00948645	
2.16656	-367.8	556.949	-23.3997	42.6457	0.155095	0.238461	0.0088554	
2.17155	-367.712	556.838	-23.5998	42.7435	0.228869	0.353765	0.0094628	
2.17655	-367.973	557.026	-23.2484	42.8413	0.160445	0.247318	0.00911341	
2.18154	-368.057	557.141	-23.0518	42.9391	0.223605	0.3452	0.00933077	
2.18653	-367.799	556.949	-23.411	43.0369	0.166586	0.256707	0.00888128	
2.19152	-367.722	556.829	-23.5974	43.1347	0.217495	0.335898	0.00939891	
2.19652	-367.976	557.009	-23.225	43.2325	0.17302	0.266744	0.00909002	
2.20151	-368.057	557.127	-23.0213	43.3304	0.210909	0.325571	0.0090952	
2.2065	-367.798	556.945	-23.3746	43.4282	0.179727	0.276931	0.00899125	
2.21149	-367.715	556.825	-23.5747	43.526	0.203637	0.314681	0.00913057	
2.21648	-367.977	557.013	-23.2299	43.6238	0.186377	0.287096	0.0090608	
2.22148	-368.052	557.136	-23.0393	43.7216	0.196237	0.303055	0.0089411	
2.22647	-367.789	556.951	-23.397	43.8194	0.19269	0.297263	0.00908293	
2.23146	-367.715	556.832	-23.609	43.9172	0.188648	0.291075	0.00899919	
2.23645	-367.983	557.018	-23.2712	44.015	0.198809	0.306622	0.0090568	
2.24144	-368.056	557.138	-23.0665	44.1128	0.180777	0.278845	0.00874701	
2.24644	-367.789	556.956	-23.4023	44.2107	0.204459	0.315523	0.00925698	
2.25143	-367.713	556.838	-23.6032	44.3085	0.172875	0.266668	0.0086886	
2.25642	-367.973	557.017	-23.2598	44.4063	0.209681	0.323539	0.00911333	
2.26141	-368.051	557.144	-23.0656	44.5041	0.165202	0.254795	0.00865237	
2.2664	-367.797	556.963	-23.4108	44.6019	0.214282	0.330769	0.00924614	
2.2714	-367.722	556.826	-23.612	44.6997	0.157876	0.243479	0.00855498	
2.27639	-367.979	557.005	-23.2665	44.7975	0.218302	0.336923	0.00920723	
2.28138	-368.051	557.129	-23.0646	44.8953	0.151183	0.232803	0.00847569	
2.28637	-367.788	556.953	-23.4069	44.9931	0.221566	0.341936	0.00923385	
2.29136	-367.711	556.837	-23.6002	45.091	0.145178	0.223443	0.00840404	
2.29636	-367.975	557.02	-23.2645	45.1888	0.224037	0.345896	0.00908819	
2.30135	-368.055	557.149	-23.0728	45.2866	0.140074	0.215436	0.00836299	
2.30634	-367.799	556.961	-23.4179	45.3844	0.22585	0.348614	0.00925769	
2.31133	-367.723	556.824	-23.6124	45.4822	0.13611	0.209321	0.00834809	
2.31633	-367.976	557.01	-23.2675	45.58	0.226871	0.350003	0.00918598	
2.32132	-368.05	557.149	-23.0643	45.6778	0.133247	0.205139	0.00834755	
2.32631	-367.795	556.969	-23.3933	45.7756	0.226964	0.350321	0.0091474	
2.3313	-367.721	556.839	-23.5973	45.8734	0.132115	0.202827	0.00828923	
2.33629	-367.978	557.019	-23.2768	45.9713	0.22621	0.349362	0.00908735	
2.34129	-368.054	557.155	-23.0768	46.0691	0.132042	0.202901	0.00832364	
2.34628	-367.792	556.975	-23.4077	46.1669	0.224795	0.346982	0.00902098	
2.35127	-367.721	556.831	-23.6058	46.2647	0.133287	0.205076	0.00835767	
2.35626	-367.987	557.003	-23.2704	46.3625	0.222548	0.343498	0.00912776	
2.36125	-368.047	557.137	-23.0761	46.4603	0.136137	0.209348	0.00825714	
2.36625	-367.787	556.964	-23.3999	46.5581	0.219521	0.338959	0.00919637	
2.37124	-367.723	556.838	-23.5919	46.6559	0.139815	0.214991	0.0083461	
2.37623	-367.977	557.026	-23.269	46.7537	0.215771	0.333123	0.00883462	
2.38122	-368.048	557.159	-23.0681	46.8516	0.144538	0.222113	0.00846635	
2.38621	-367.797	556.969	-23.396	46.9494	0.211417	0.326253	0.00881353	
2.39121	-367.728	556.825	-23.608	47.0472	0.149625	0.230388	0.00852298	
2.3962	-367.984	557.007	-23.2854	47.145	0.206361	0.318413	0.0086765	
2.40119	-368.051	557.147	-23.0751	47.2428	0.155656	0.239461	0.00852252	
2.40618	-367.781	556.968	-23.384	47.3406	0.200709	0.309721	0.00874567	
2.41117	-367.71	556.831	-23.5877	47.4384	0.161878	0.248924	0.00860693	
2.41617	-367.969	557.016	-23.2868	47.5362	0.19463	0.300134	0.00854319	
2.42116	-368.033	557.158	-23.0883	47.634	0.168019	0.258558	0.00875738	
2.42615	-367.783	556.978	-23.3917	47.7319	0.188027	0.289995	0.00850367	
2.43114	-367.723	556.832	-23.5949	47.8297	0.174283	0.268324	0.00886413	
2.43613	-367.98	557.003	-23.2908	47.9275	0.181172	0.279194	0.00839174	
2.44113	-368.039	557.15	-23.0792	48.0253	0.180215	0.277672	0.00898901	
2.44612	-367.779	556.979	-23.3773	48.1231	0.173971	0.268199	0.00836362	
2.45111	-367.713	556.841	-23.588	48.2209	0.186117	0.2864	0.00905857	
2.4561	-367.97	557.025	-23.2888	48.3187	0.166822	0.257007	0.00833683	
2.4611	-368.036	557.162	-23.0785	48.4165	0.191493	0.294873	0.00930969	
2.46609	-367.787	556.976	-23.3768	48.5143	0.159511	0.24572	0.00829798	
2.47108	-367.718	556.836	-23.5806	48.6122	0.196421	0.302281	0.0095487	
2.47607	-367.963	557.009	-23.2753	48.71	0.15256	0.234976	0.00826539	
2.48106	-368.029	557.146	-23.0701	48.8078	0.200898	0.309106	0.00978773	
2.48606	-367.773	556.976	-23.3679	48.9056	0.145912	0.224582	0.00866326	
2.49105	-367.71	556.837	-23.5776	49.0034	0.204764	0.314753	0.0104625	
2.49604	-367.958	557.017	-23.2946	49.1012	0.139962	0.214786	0.00913269	
2.50103	-368.013	557.163	-23.0933	49.199	0.208453	0.319743	0.0107836	
2.50602	-367.766	556.983	-23.3859	49.2968	0.134575	0.206676	0.00815446	
2.51102	-367.708	556.84	-23.6023	49.3946	0.210377	0.323396	0.011969	
2.51601	-367.956	557.016	-23.3173	49.4925	0.128752	0.199175	0.0143753	
2.521	-368.016	557.161	-23.0996	49.5903	0.215149	0.325429	0.0188019	
2.52599	-367.754	556.992	-23.381	49.6881	0.128016	0.194567	0.0196624	
2.53098	-367.689	556.857	-23.5942	49.7859	0.215745	0.327737	0.0300321	
2.53598	-367.936	557.035	-23.3196	49.8837	0.120486	0.186442	0.0565709	
2.54097	-367.988	557.182	-23.11	49.9815	0.245397	0.359989	0.130458	
2.54596	-367.747	557.005	-23.3865	50.0793	0.119253	0.18591	0.0823376	
2.55095	-367.688	556.851	-23.5967	50.1771	0.215692	0.320554	0.0506023	
2.55594	-367.928	557.029	-23.3245	50.2749	0.122335	0.189085	0.0317212	
2.56094	-367.983	557.183	-23.1129	50.3728	0.205549	0.324838	0.00934364	
2.56593	-367.728	557.018	-23.3839	50.4706	0.124814	0.192543	0.0185377	
2.57092	-367.649	556.877	-23.6025	50.5684	0.204521	0.318658	0.0221922	
2.57591	-367.876	557.05	-23.3416	50.6662	0.126229	0.195829	0.0177412	
2.58091	-367.935	557.198	-23.1311	50.764	0.201762	0.315149	0.010902	
2.5859	-367.692	557.025	-23.3928	50.8618	0.129345	0.201206	0.0107132	
2.59089	-367.617	556.872	-23.6106	50.9596	0.198753	0.310152	0.00979892	
2.59588	-367.851	557.045	-23.3494	51.0574	0.134807	0.208377	0.00856865	
2.60087	-367.912	557.194	-23.137	51.1552	0.195802	0.303487	0.00923308	
2.60587	-367.663	557.025	-23.3957	51.2531	0.139481	0.215974	0.00849758	
2.61086	-367.589	556.886	-23.6049	51.3509	0.190972	0.296228	0.00814931	
2.61585	-367.823	557.057	-23.3602	51.4487	0.14501	0.224815	0.00841969	
2.62084	-367.881	557.198	-23.1555	51.5465	0.18622	0.288136	0.00802719	
2.62583	-367.63	557.03	-23.4103	51.6443	0.151013	0.23379	0.00808526	
2.63083	-367.553	556.877	-23.621	51.7421	0.180395	0.279314	0.00822808	
2.63582	-367.78	557.037	-23.3608	51.8399	0.15688	0.242888	0.00794427	
2.64081	-367.825	557.194	-23.137	51.9377	0.174486	0.269814	0.00828198	
2.6458	-367.577	557.032	-23.3739	52.0356	0.162704	0.25197	0.00811455	
2.65079	-367.518	556.879	-23.575	52.1334	0.167934	0.259886	0.0082025	
2.65579	-367.733	557.041	-23.3084	52.2312	0.168377	0.260779	0.00792628	
2.66078	-367.77	557.181	-23.0765	52.329	0.161511	0.249609	0.00811893	
2.66577	-367.543	557.001	-23.3096	52.4268	0.1738	0.26907	0.0078369	
2.67076	-367.492	556.83	-23.5186	52.5246	0.154865	0.239212	0.00797094	
2.67575	-367.724	556.978	-23.2574	52.6224	0.178796	0.276875	0.00780396	
2.68075	-367.794	557.116	-23.0065	52.7202	0.148355	0.228996	0.00787853	
2.68574	-367.582	556.924	-23.2227	52.818	0.183376	0.283858	0.00783376	
2.69073	-367.527	556.755	-23.4332	52.9159	0.141831	0.219022	0.00788739	
2.69572	-367.764	556.907	-23.1865	53.0137	0.187335	0.290087	0.00770701	
2.70072	-367.849	557.03	-22.9354	53.1115	0.135746	0.209387	0.00780081	
2.70571	-367.65	556.832	-23.1368	53.2093	0.190786	0.295425	0.00779686	
2.7107	-367.613	556.648	-23.3483	53.3071	0.130042	0.200661	0.00771337	
2.71569	-367.849	556.789	-23.1005	53.4049	0.193691	0.299846	0.00782191	
2.72068	-367.932	556.923	-22.8685	53.5027	0.125213	0.193006	0.00760117	
2.72568	-367.776	556.705	-23.1238	53.6005	0.195788	0.303136	0.00789398	
2.73067	-367.783	556.49	-23.3851	53.6983	0.121207	0.186688	0.0075981	
2.73566	-368.024	556.623	-23.183	53.7962	0.197301	0.305437	0.00779377	
2.74065	-368.093	556.745	-22.9384	53.894	0.118133	0.181876	0.00752018	
2.74564	-367.883	556.546	-23.1273	53.9918	0.198056	0.306656	0.00780341	
2.75064	-367.821	556.355	-23.3441	54.0896	0.116243	0.178802	0.00753343	
2.75563	-368.021	556.485	-23.1221	54.1874	0.198222	0.306751	0.00782412	
2.76062	-368.082	556.596	-22.8687	54.2852	0.11549	0.177764	0.00742476	
2.76561	-367.899	556.373	-23.0452	54.383	0.197573	0.305708	0.00785647	
2.7706	-367.832	556.182	-23.2392	54.4808	0.115969	0.178448	0.00739212	
2.7756	-367.956	556.351	-22.9841	54.5786	0.196265	0.303639	0.00768358	
2.78059	-367.911	556.516	-22.6976	54.6765	0.117581	0.181012	0.00731825	
2.78558	-367.641	556.342	-22.8398	54.7743	0.194282	0.300513	0.00773325	
2.79057	-367.54	556.153	-23.0208	54.8721	0.12019	0.185283	0.00733624	
2.79556	-367.719	556.271	-22.7771	54.9699	0.19158	0.296342	0.00773947	
2.80056	-367.768	556.393	-22.4924	55.0677	0.123841	0.190995	0.00734921	
2.80555	-367.53	556.205	-22.6387	55.1655	0.188238	0.291179	0.00766497	
2.81054	-367.404	556.029	-22.8267	55.2633	0.128274	0.197702	0.00731823	
2.81553	-367.547	556.157	-22.5679	55.3611	0.184381	0.285154	0.00758429	
2.82053	-367.564	556.272	-22.2926	55.4589	0.1331	0.205383	0.00729844	
2.82552	-367.314	556.088	-22.4983	55.5568	0.179954	0.278153	0.00756014	
2.83051	-367.189	555.921	-22.7231	55.6546	0.138412	0.213602	0.00729141	
2.8355	-367.316	556.069	-22.4673	55.7524	0.174963	0.270468	0.00752231	
2.84049	-367.327	556.206	-22.1431	55.8502	0.143976	0.222215	0.0072756	
2.84549	-367.076	556.036	-22.2654	55.948	0.169573	0.262118	0.00755144	
2.85048	-366.942	555.874	-22.4654	56.0458	0.149495	0.23097	0.0072716	
2.85547	-367.08	556.012	-22.2453	56.1436	0.163859	0.253138	0.00750523	
2.86046	-367.165	556.105	-21.9599	56.2414	0.155046	0.239463	0.00731828	
2.86545	-367.02	555.869	-22.1077	56.3392	0.157811	0.2438	0.00739183	
2.87045	-366.933	555.676	-22.3256	56.4371	0.160381	0.24772	0.00736577	
2.87544	-367.07	555.828	-22.1044	56.5349	0.151681	0.234157	0.00744467	
2.88043	-367.086	555.987	-21.8214	56.6327	0.165413	0.255629	0.00738424	
2.88542	-366.874	555.821	-21.9771	56.7305	0.14546	0.224458	0.00738591	
2.89041	-366.794	555.649	-22.198	56.8283	0.170051	0.262859	0.00737449	
2.89541	-366.943	555.79	-21.9917	56.9261	0.139209	0.21482	0.00733589	
2.9004	-366.977	555.926	-21.7218	57.0239	0.174251	0.269566	0.00735959	
2.90539	-366.785	555.748	-21.871	57.1217	0.133237	0.205393	0.00711547	
2.91038	-366.69	555.582	-22.0895	57.2195	0.177989	0.275352	0.00739059	
2.91537	-366.83	555.736	-21.8791	57.3174	0.127484	0.196628	0.00719371	
2.92037	-366.89	555.881	-21.5845	57.4152	0.181233	0.28032	0.00736038	
2.92536	-366.712	555.706	-21.722	57.513	0.122389	0.188484	0.00703573	
2.93035	-366.628	555.531	-21.9539	57.6108	0.183949	0.284427	0.00743593	
2.93534	-366.784	555.656	-21.7651	57.7086	0.117931	0.181505	0.00703703	
2.94034	-366.854	555.78	-21.495	57.8064	0.185901	0.287513	0.00734186	
2.94533	-366.707	555.592	-21.6361	57.9042	0.114243	0.175861	0.00709056	
2.95032	-366.663	555.378	-21.8563	58.002	0.187215	0.289651	0.00742111	
2.95531	-366.839	555.486	-21.6647	58.0998	0.111564	0.171689	0.00691505	
2.9603	-366.898	555.615	-21.3784	58.1977	0.188054	0.290631	0.00738531	
2.9653	-366.713	555.433	-21.5165	58.2955	0.109776	0.16917	0.00703769	
2.97029	-366.628	555.246	-21.7521	58.3933	0.187924	0.29057	0.00739999	
2.97528	-366.758	555.368	-21.5549	58.4911	0.109456	0.168459	0.00700228	
2.98027	-366.788	555.493	-21.2684	58.5889	0.187316	0.289628	0.0074323	
2.98526	-366.603	555.31	-21.4061	58.6867	0.110026	0.169594	0.00698265	
2.99026	-366.51	555.122	-21.6323	58.7845	0.185938	0.287534	0.0073548	
2.99525	-366.629	555.248	-21.4351	58.8823	0.111992	0.172295	0.00693489	
3.00024	-366.639	555.388	-21.1339	58.9801	0.183995	0.284521	0.00733132	
3.00523	-366.434	555.207	-21.2471	59.078	0.114674	0.176623	0.00683647	
3.01022	-366.332	555.009	-21.4591	59.1758	0.181426	0.280451	0.00732891	
3.01522	-366.428	555.138	-21.2668	59.2736	0.118301	0.182244	0.00688489	
3.02021	-366.426	555.278	-20.9626	59.3714	0.178134	0.275551	0.00725096	
3.0252	-366.248	555.079	-21.069	59.4692	0.122502	0.188872	0.00688971	
3.03019	-366.172	554.868	-21.3001	59.567	0.174409	0.269644	0.00726714	
3.03518	-366.29	554.975	-21.1146	59.6648	0.127286	0.196345	0.006921	
3.04018	-366.329	555.091	-20.803	59.7626	0.170174	0.263114	0.00722539	
3.04517	-366.16	554.899	-20.9055	59.8604	0.132406	0.204298	0.00683867	
3.05016	-366.084	554.691	-21.1484	59.9583	0.165502	0.255714	0.00719854	
3.05515	-366.216	554.802	-20.9962	60.0561	0.137713	0.212573	0.00701915	
3.06014	-366.248	554.919	-20.728	60.1539	0.160363	0.247696	0.00711921	
3.06514	-366.082	554.715	-20.8716	60.2517	0.143043	0.220866	0.00694603	
3.07013	-365.999	554.519	-21.1364	60.3495	0.154938	0.239207	0.00708009	
3.07512	-366.115	554.638	-20.9812	60.4473	0.148277	0.229068	0.00697387	
3.08011	-366.159	554.764	-20.6932	60.5451	0.149143	0.23034	0.00702446	
3.08511	-365.999	554.584	-20.8179	60.6429	0.153388	0.236993	0.00704403	
3.0901	-365.922	554.385	-21.0742	60.7407	0.143376	0.221236	0.00698394	
3.09509	-366.051	554.491	-20.9097	60.8386	0.158204	0.244426	0.00696467	
3.10008	-366.088	554.609	-20.6169	60.9364	0.137408	0.211992	0.00692579	
3.10507	-365.919	554.428	-20.751	61.0342	0.162669	0.251322	0.00695086	
3.11007	-365.834	554.236	-21.0145	61.132	0.131568	0.202984	0.00686682	
3.11506	-365.966	554.34	-20.8527	61.2298	0.166663	0.257582	0.00702612	
3.12005	-366.008	554.467	-20.552	61.3276	0.125844	0.19412	0.00681187	
3.12504	-365.851	554.277	-20.6733	61.4254	0.170189	0.263112	0.00704121	
3.13003	-365.806	554.06	-20.9063	61.5232	0.120655	0.185877	0.00679631	
3.13503	-365.974	554.134	-20.6945	61.621	0.173186	0.267776	0.00707081	
3.14002	-366.042	554.223	-20.3543	61.7189	0.115751	0.178468	0.0067749	
3.14501	-365.89	554.029	-20.4517	61.8167	0.175692	0.271576	0.00708645	
3.15	-365.818	553.816	-20.6924	61.9145	0.111659	0.172043	0.00667813	
3.15499	-365.931	553.914	-20.5105	62.0123	0.1775	0.274493	0.00704478	
3.15999	-365.923	554.06	-20.1758	62.1101	0.108433	0.16692	0.00667101	
3.16498	-365.7	553.916	-20.2654	62.2079	0.178733	0.276386	0.00701565	
3.16997	-365.562	553.73	-20.5331	62.3057	0.106024	0.163236	0.00662081	
3.17496	-365.649	553.82	-20.408	62.4035	0.17934	0.277251	0.00707886	
3.17995	-365.674	553.918	-20.1275	62.5013	0.104663	0.161173	0.00658604	
3.18495	-365.508	553.702	-20.2482	62.5992	0.1793	0.277228	0.00703992	
3.18994	-365.439	553.464	-20.5098	62.697	0.104505	0.160857	0.00665594	
3.19493	-365.579	553.526	-20.3245	62.7948	0.178643	0.276113	0.0070712	
3.19992	-365.672	553.592	-19.9759	62.8926	0.105394	0.16225	0.00662687	
3.20492	-365.551	553.364	-20.064	62.9904	0.177359	0.274111	0.00707248	
3.20991	-365.474	553.142	-20.3085	63.0882	0.10722	0.165296	0.00661747	
3.2149	-365.567	553.24	-20.1391	63.186	0.175351	0.271156	0.00703924	
3.21989	-365.557	553.373	-19.8441	63.2838	0.110211	0.169711	0.00657457	
3.22488	-365.36	553.209	-19.9858	63.3816	0.172818	0.267179	0.00702172	
3.22988	-365.249	553.012	-20.2759	63.4795	0.11371	0.175108	0.00653995	
3.23487	-365.345	553.105	-20.118	63.5773	0.169773	0.26241	0.00696221	
3.23986	-365.362	553.237	-19.7833	63.6751	0.117864	0.181629	0.00659392	
3.24485	-365.163	553.09	-19.8834	63.7729	0.166168	0.256774	0.00684221	
3.24984	-365.046	552.906	-20.1481	63.8707	0.122484	0.188976	0.00655765	
3.25484	-365.13	553.002	-19.9761	63.9685	0.162024	0.25036	0.00687284	
3.25983	-365.132	553.13	-19.6489	64.0663	0.127499	0.196787	0.00659305	
3.26482	-364.932	552.97	-19.7495	64.1641	0.157505	0.243303	0.00675498	
3.26981	-364.814	552.786	-20.0046	64.2619	0.132621	0.204679	0.00662516	
3.2748	-364.898	552.893	-19.8143	64.3598	0.152525	0.235691	0.0067843	
3.2798	-364.914	553.015	-19.4695	64.4576	0.137792	0.212687	0.00662677	
