Scan started at 15:02:45 30/09/2014
Time (s)	x (nT)	y (nT)	z (nT)	Frequency (Hz)	x (nT)	y (nT)	z (nT)
1.6374	-367.548	556.85	-23.708	32.2777	0.234468	0.324729	0.018846	
1.64239	-367.788	557.024	-23.4518	32.3755	0.31334	0.457187	0.0191851	
1.64739	-367.858	557.177	-23.2169	32.4733	0.22631	0.311316	0.0184932	
1.65238	-367.62	556.997	-23.471	32.5711	0.316221	0.46228	0.0190123	
1.65737	-367.55	556.842	-23.6989	32.6689	0.219386	0.299193	0.0184867	
1.66236	-367.791	557.023	-23.4362	32.7667	0.318015	0.465775	0.0187998	
1.66735	-367.862	557.179	-23.2234	32.8646	0.213339	0.289469	0.0183852	
1.67235	-367.62	557.012	-23.493	32.9624	0.319062	0.467716	0.0187023	
1.67734	-367.546	556.86	-23.7037	33.0602	0.209031	0.2821	0.0182507	
1.68233	-367.777	557.023	-23.4469	33.158	0.318895	0.467849	0.0187654	
1.68732	-367.85	557.176	-23.2308	33.2558	0.205984	0.277457	0.0182584	
1.69232	-367.613	557.009	-23.4801	33.3536	0.317883	0.466432	0.0185295	
1.69731	-367.544	556.864	-23.6919	33.4514	0.204748	0.275428	0.0181226	
1.7023	-367.787	557.031	-23.4331	33.5492	0.315994	0.463416	0.0186283	
1.70729	-367.858	557.173	-23.2181	33.647	0.204875	0.276138	0.0179543	
1.71228	-367.621	557.001	-23.4884	33.7449	0.312986	0.458865	0.0183755	
1.71728	-367.546	556.857	-23.7159	33.8427	0.206648	0.27968	0.0178597	
1.72227	-367.78	557.031	-23.46	33.9405	0.309017	0.45277	0.0184691	
1.72726	-367.855	557.181	-23.231	34.0383	0.209712	0.285411	0.0178542	
1.73225	-367.622	557.007	-23.4706	34.1361	0.304294	0.445182	0.0181699	
1.73724	-367.552	556.849	-23.6916	34.2339	0.213911	0.293067	0.0174662	
1.74224	-367.784	557.02	-23.4434	34.3317	0.298679	0.436259	0.0183909	
1.74723	-367.857	557.177	-23.231	34.4295	0.218846	0.30246	0.017679	
1.75222	-367.619	557.006	-23.4942	34.5273	0.292175	0.425901	0.0179738	
1.75721	-367.545	556.856	-23.7175	34.6252	0.224603	0.312834	0.0176014	
1.7622	-367.781	557.03	-23.4586	34.723	0.285048	0.4145	0.0177712	
1.7672	-367.853	557.18	-23.2324	34.8208	0.231025	0.324192	0.0177552	
1.77219	-367.625	557.003	-23.4819	34.9186	0.277435	0.401978	0.0175658	
1.77718	-367.557	556.854	-23.7032	35.0164	0.237651	0.335727	0.0174847	
1.78217	-367.792	557.026	-23.4563	35.1142	0.269207	0.388571	0.0176025	
1.78716	-367.857	557.176	-23.2346	35.212	0.244384	0.347505	0.0176178	
1.79216	-367.619	557.009	-23.4877	35.3098	0.260569	0.374733	0.0175613	
1.79715	-367.547	556.851	-23.7149	35.4076	0.250945	0.358762	0.0173536	
1.80214	-367.784	557.02	-23.4589	35.5055	0.251674	0.360294	0.0174119	
1.80713	-367.854	557.18	-23.2241	35.6033	0.257344	0.369763	0.017329	
1.81212	-367.61	557.013	-23.4674	35.7011	0.242802	0.345348	0.017366	
1.81712	-367.544	556.859	-23.6938	35.7989	0.263213	0.380013	0.0173658	
1.82211	-367.784	557.027	-23.4553	35.8967	0.233796	0.330644	0.0170922	
1.8271	-367.85	557.178	-23.2414	35.9945	0.26883	0.389392	0.0172532	
1.83209	-367.612	557.008	-23.4917	36.0923	0.22507	0.315995	0.0170169	
1.83709	-367.539	556.859	-23.7128	36.1901	0.273607	0.397862	0.0171307	
1.84208	-367.77	557.031	-23.4589	36.2879	0.216639	0.302102	0.0169192	
1.84707	-367.843	557.183	-23.2252	36.3858	0.277939	0.405006	0.0170481	
1.85206	-367.62	557.009	-23.4653	36.4836	0.208809	0.289046	0.0169519	
1.85705	-367.55	556.853	-23.6935	36.5814	0.28136	0.411044	0.0168561	
1.86205	-367.773	557.022	-23.4501	36.6792	0.201889	0.277292	0.0166344	
1.86704	-367.843	557.177	-23.2276	36.777	0.284026	0.415294	0.0169641	
1.87203	-367.614	557.012	-23.467	36.8748	0.195758	0.267122	0.0166733	
1.87702	-367.541	556.853	-23.6792	36.9726	0.285842	0.418525	0.0170143	
1.88201	-367.772	557.012	-23.4315	37.0704	0.190838	0.258839	0.0163625	
1.88701	-367.849	557.169	-23.2013	37.1683	0.286818	0.420232	0.0171105	
1.892	-367.614	557.009	-23.4442	37.2661	0.187475	0.252716	0.0165153	
1.89699	-367.542	556.847	-23.681	37.3639	0.286791	0.420667	0.0168206	
1.90198	-367.781	557.005	-23.4479	37.4617	0.18486	0.24896	0.0163673	
1.90697	-367.854	557.151	-23.231	37.5595	0.286017	0.419324	0.0166501	
1.91197	-367.626	556.971	-23.476	37.6573	0.184272	0.247798	0.0162908	
1.91696	-367.564	556.824	-23.6957	37.7551	0.284159	0.416824	0.0166713	
1.92195	-367.799	556.99	-23.4525	37.8529	0.184795	0.249218	0.0161277	
1.92694	-367.872	557.134	-23.2111	37.9507	0.28146	0.412757	0.0166308	
1.93193	-367.647	556.96	-23.4257	38.0486	0.186783	0.252841	0.0159715	
1.93693	-367.58	556.785	-23.6545	38.1464	0.278074	0.407242	0.0165839	
1.94192	-367.83	556.931	-23.4265	38.2442	0.189628	0.258586	0.0160767	
1.94691	-367.921	557.07	-23.1958	38.342	0.273686	0.40056	0.0164944	
1.9519	-367.695	556.891	-23.415	38.4398	0.193856	0.265857	0.0159827	
1.9569	-367.613	556.734	-23.603	38.5376	0.268855	0.392484	0.0163446	
1.96189	-367.833	556.897	-23.3297	38.6354	0.198586	0.274778	0.0160044	
1.96688	-367.905	557.035	-23.0756	38.7332	0.262987	0.383322	0.0160378	
1.97187	-367.665	556.852	-23.2828	38.831	0.204106	0.284552	0.0159044	
1.97686	-367.574	556.679	-23.4881	38.9289	0.256676	0.372939	0.0161835	
1.98186	-367.788	556.825	-23.2341	39.0267	0.209947	0.294969	0.0157694	
1.98685	-367.861	556.957	-22.9915	39.1245	0.249801	0.361892	0.0159091	
1.99184	-367.653	556.758	-23.2315	39.2223	0.216073	0.305692	0.0158452	
1.99683	-367.615	556.567	-23.4581	39.3201	0.242416	0.349891	0.0158331	
2.00182	-367.875	556.689	-23.2067	39.4179	0.222507	0.316355	0.0158245	
2.00682	-367.971	556.787	-22.9494	39.5157	0.234691	0.337428	0.015624	
2.01181	-367.766	556.562	-23.1513	39.6135	0.228576	0.32697	0.015847	
2.0168	-367.715	556.356	-23.3621	39.7113	0.226853	0.324319	0.015583	
2.02179	-367.977	556.468	-23.1011	39.8092	0.23443	0.336999	0.0155773	
2.02678	-368.107	556.55	-22.8453	39.907	0.218872	0.311072	0.0155746	
2.03178	-367.974	556.279	-23.048	40.0048	0.239879	0.34636	0.0157475	
2.03677	-368.002	556.015	-23.2302	40.1026	0.210945	0.29793	0.0154535	
2.04176	-368.325	556.07	-22.9475	40.2004	0.244947	0.354974	0.0156647	
2.04675	-368.469	556.126	-22.6793	40.2982	0.20308	0.284969	0.0154603	
2.05174	-368.265	555.9	-22.8683	40.396	0.249409	0.3626	0.0154809	
2.05674	-368.143	555.732	-23.0257	40.4938	0.195705	0.272491	0.0152643	
2.06173	-368.251	555.926	-22.7228	40.5916	0.253467	0.369312	0.0155362	
2.06672	-368.212	556.105	-22.4345	40.6895	0.188901	0.261017	0.0151595	
2.07171	-367.924	555.94	-22.6062	40.7873	0.256416	0.374687	0.0154972	
2.07671	-367.813	555.768	-22.7729	40.8851	0.182713	0.250658	0.0152431	
2.0817	-368.016	555.896	-22.4894	40.9829	0.258863	0.378788	0.0153965	
2.08669	-368.061	556.011	-22.2194	41.0807	0.177611	0.241736	0.0150505	
2.09168	-367.765	555.842	-22.402	41.1785	0.260558	0.381844	0.0153495	
2.09667	-367.635	555.675	-22.5889	41.2763	0.173464	0.234761	0.0149742	
2.10167	-367.82	555.81	-22.3267	41.3741	0.261494	0.383297	0.0152951	
2.10666	-367.821	555.97	-22.071	41.4719	0.170585	0.229636	0.0149031	
2.11165	-367.522	555.818	-22.2834	41.5698	0.261557	0.38358	0.015238	
2.11664	-367.393	555.647	-22.4891	41.6676	0.168721	0.226906	0.0147595	
2.12163	-367.558	555.794	-22.2174	41.7654	0.260708	0.382529	0.0151279	
2.12663	-367.608	555.914	-21.9365	41.8632	0.168479	0.226279	0.0148796	
2.13162	-367.351	555.723	-22.1182	41.961	0.259071	0.380115	0.0150941	
2.13661	-367.211	555.57	-22.3104	42.0588	0.168962	0.228101	0.0147597	
2.1416	-367.364	555.738	-22.0621	42.1566	0.256735	0.376375	0.0149667	
2.14659	-367.336	555.906	-21.8132	42.2544	0.171051	0.231846	0.0147103	
2.15159	-367.019	555.751	-21.994	42.3522	0.25367	0.371488	0.014954	
2.15658	-366.869	555.6	-22.1795	42.4501	0.173868	0.237448	0.0146567	
2.16157	-367.005	555.768	-21.9212	42.5479	0.249646	0.365273	0.0148976	
2.16656	-367.011	555.925	-21.6478	42.6457	0.178018	0.244633	0.0146612	
2.17155	-366.777	555.738	-21.8195	42.7435	0.245243	0.357814	0.0147721	
2.17655	-366.684	555.544	-22.0106	42.8413	0.182761	0.253021	0.0145523	
2.18154	-366.858	555.685	-21.7656	42.9391	0.239985	0.349558	0.0147881	
2.18653	-366.875	555.847	-21.511	43.0369	0.18777	0.262203	0.0144223	
2.19152	-366.619	555.677	-21.6989	43.1347	0.234182	0.340133	0.0146697	
2.19652	-366.552	555.481	-21.8922	43.2325	0.193391	0.271955	0.0145909	
2.20151	-366.764	555.604	-21.6336	43.3304	0.228017	0.329985	0.014575	
2.2065	-366.84	555.714	-21.3643	43.4282	0.199094	0.282061	0.0144015	
2.21149	-366.633	555.512	-21.5705	43.526	0.221302	0.319005	0.014538	
2.21648	-366.53	555.332	-21.7951	43.6238	0.205044	0.291954	0.0143377	
2.22148	-366.684	555.482	-21.5668	43.7216	0.214354	0.307694	0.0144504	
2.22647	-366.694	555.635	-21.3189	43.8194	0.210706	0.301713	0.0142981	
2.23146	-366.44	555.457	-21.5176	43.9172	0.207146	0.295813	0.0143385	
2.23645	-366.334	555.279	-21.73	44.015	0.216178	0.311023	0.0142979	
2.24144	-366.501	555.42	-21.4733	44.1128	0.199862	0.28391	0.014175	
2.24644	-366.549	555.54	-21.1973	44.2107	0.221345	0.319751	0.0142522	
2.25143	-366.319	555.331	-21.3891	44.3085	0.192735	0.271848	0.0142093	
2.25642	-366.208	555.137	-21.6008	44.4063	0.225963	0.327686	0.0141532	
2.26141	-366.384	555.28	-21.3532	44.5041	0.185693	0.260163	0.0141294	
2.2664	-366.416	555.413	-21.0845	44.6019	0.230121	0.334718	0.0142976	
2.2714	-366.156	555.228	-21.2668	44.6997	0.179235	0.249054	0.014045	
2.27639	-366.036	555.056	-21.4685	44.7975	0.233703	0.340736	0.0140989	
2.28138	-366.216	555.188	-21.2167	44.8953	0.172977	0.238587	0.0138944	
2.28637	-366.275	555.289	-20.9415	44.9931	0.23669	0.345789	0.0140788	
2.29136	-366.071	555.059	-21.1121	45.091	0.167646	0.229424	0.0138708	
2.29636	-366.002	554.855	-21.3102	45.1888	0.238941	0.349545	0.0140663	
2.30135	-366.19	554.994	-21.0739	45.2866	0.162964	0.221661	0.013789	
2.30634	-366.224	555.119	-20.8084	45.3844	0.240455	0.352226	0.013995	
2.31133	-365.984	554.926	-20.991	45.4822	0.159438	0.215514	0.0137122	
2.31633	-365.88	554.745	-21.1992	45.58	0.241206	0.353692	0.0139614	
2.32132	-366.063	554.874	-20.9513	45.6778	0.156982	0.211468	0.0137065	
2.32631	-366.116	554.998	-20.6796	45.7756	0.241234	0.353846	0.0138471	
2.3313	-365.884	554.798	-20.8618	45.8734	0.155594	0.209287	0.0136863	
2.33629	-365.794	554.6	-21.0892	45.9713	0.240543	0.352837	0.0139195	
2.34129	-365.966	554.727	-20.8694	46.0691	0.155442	0.209186	0.0136156	
2.34628	-365.994	554.856	-20.6147	46.1669	0.239073	0.350543	0.0139035	
2.35127	-365.739	554.677	-20.8026	46.2647	0.156597	0.211246	0.013505	
2.35626	-365.635	554.488	-21.0176	46.3625	0.236865	0.347084	0.0137293	
2.36125	-365.826	554.601	-20.783	46.4603	0.158643	0.2151	0.013455	
2.36625	-365.895	554.692	-20.5166	46.5581	0.23392	0.342487	0.014074	
2.37124	-365.683	554.473	-20.6975	46.6559	0.161521	0.220797	0.0129936	
2.37623	-365.564	554.29	-20.8919	46.7537	0.230382	0.336853	0.0134847	
2.38122	-365.721	554.417	-20.6248	46.8516	0.165456	0.2276	0.0131974	
2.38621	-365.781	554.526	-20.3424	46.9494	0.226098	0.33002	0.0135744	
2.39121	-365.595	554.296	-20.5419	47.0472	0.169863	0.235571	0.0132329	
2.3962	-365.543	554.05	-20.7828	47.145	0.221398	0.322223	0.0134854	
2.40119	-365.748	554.129	-20.5688	47.2428	0.17484	0.244268	0.0130784	
2.40618	-365.821	554.219	-20.311	47.3406	0.216025	0.313585	0.0133164	
2.41117	-365.621	553.989	-20.5037	47.4384	0.180236	0.253518	0.0130999	
2.41617	-365.522	553.77	-20.7299	47.5362	0.21024	0.304113	0.0132823	
2.42116	-365.672	553.89	-20.4775	47.634	0.185587	0.262886	0.0131165	
2.42615	-365.691	554.022	-20.1899	47.7319	0.204136	0.294068	0.0132032	
2.43114	-365.44	553.807	-20.3552	47.8297	0.191028	0.272156	0.0129689	
2.43613	-365.346	553.567	-20.5291	47.9275	0.197778	0.283605	0.0130218	
2.44113	-365.564	553.639	-20.2487	48.0253	0.196338	0.28139	0.013003	
2.44612	-365.634	553.707	-19.9648	48.1231	0.19128	0.272619	0.0128985	
2.45111	-365.394	553.471	-20.149	48.2209	0.20135	0.290053	0.0128998	
2.4561	-365.275	553.244	-20.3726	48.3187	0.184662	0.261706	0.012875	
2.4611	-365.436	553.345	-20.1469	48.4165	0.206134	0.298011	0.0129146	
2.46609	-365.478	553.452	-19.8812	48.5143	0.178084	0.250659	0.0127214	
2.47108	-365.244	553.234	-20.0676	48.6122	0.210418	0.305247	0.0128445	
2.47607	-365.136	553.007	-20.2898	48.71	0.171794	0.239949	0.0127215	
2.48106	-365.299	553.116	-20.0522	48.8078	0.214352	0.311789	0.0127499	
2.48606	-365.336	553.227	-19.759	48.9056	0.165904	0.229833	0.0122544	
2.49105	-365.115	552.996	-19.9189	49.0034	0.217565	0.317317	0.0122708	
2.49604	-365.007	552.781	-20.1389	49.1012	0.160223	0.220591	0.0129639	
2.50103	-365.157	552.915	-19.9036	49.199	0.220285	0.321715	0.0132944	
2.50602	-365.182	553.039	-19.6216	49.2968	0.156152	0.212088	0.0125166	
2.51102	-364.924	552.837	-19.791	49.3946	0.222567	0.324933	0.0125938	
2.51601	-364.798	552.64	-19.9973	49.4925	0.151631	0.205524	0.0105189	
2.521	-364.948	552.778	-19.7478	49.5903	0.223608	0.327041	0.0146142	
2.52599	-364.971	552.904	-19.4604	49.6881	0.148294	0.199979	0.0181682	
2.53098	-364.721	552.699	-19.6276	49.7859	0.223212	0.328378	0.0219681	
2.53598	-364.598	552.506	-19.8397	49.8837	0.150933	0.193163	0.0262511	
2.54097	-364.736	552.645	-19.5943	49.9815	0.217595	0.324095	0.0782567	
2.54596	-364.764	552.78	-19.3051	50.0793	0.17712	0.207641	0.147605	
2.55095	-364.536	552.574	-19.4779	50.1771	0.227399	0.333572	0.0539859	
2.55594	-364.402	552.383	-19.6958	50.2749	0.138033	0.19445	0.0211591	
2.56094	-364.536	552.529	-19.4601	50.3728	0.222582	0.329946	0.0245903	
2.56593	-364.554	552.657	-19.1737	50.4706	0.146712	0.197709	0.0225544	
2.57092	-364.309	552.457	-19.3475	50.5684	0.221648	0.325324	0.0191034	
2.57591	-364.177	552.274	-19.5773	50.6662	0.147112	0.202172	0.0150938	
2.58091	-364.3	552.42	-19.3434	50.764	0.218601	0.320184	0.0150413	
2.5859	-364.298	552.565	-19.0649	50.8618	0.15171	0.207264	0.0140913	
2.59089	-364.032	552.385	-19.2462	50.9596	0.215093	0.314417	0.0152749	
2.59588	-363.887	552.195	-19.467	51.0574	0.155045	0.21415	0.0150131	
2.60087	-364.018	552.326	-19.2371	51.1552	0.210862	0.307985	0.0141724	
2.60587	-364.047	552.447	-18.9603	51.2531	0.159574	0.222056	0.013503	
2.61086	-363.815	552.238	-19.1367	51.3509	0.206532	0.300456	0.0140208	
2.61585	-363.697	552.03	-19.3692	51.4487	0.164338	0.230316	0.0137059	
2.62084	-363.849	552.15	-19.1433	51.5465	0.201281	0.292437	0.0138827	
2.62583	-363.887	552.281	-18.8564	51.6443	0.169401	0.239132	0.0136344	
2.63083	-363.647	552.089	-19.0155	51.7421	0.195922	0.28357	0.0134735	
2.63582	-363.525	551.892	-19.2352	51.8399	0.174615	0.248018	0.0136232	
2.64081	-363.663	552.023	-19.0111	51.9377	0.190089	0.274118	0.0133982	
2.6458	-363.683	552.154	-18.7277	52.0356	0.179919	0.25682	0.0133671	
2.65079	-363.457	551.961	-18.8929	52.1334	0.184045	0.264251	0.0132328	
2.65579	-363.338	551.776	-19.1173	52.2312	0.18486	0.265457	0.0133095	
2.66078	-363.476	551.906	-18.894	52.329	0.17803	0.253972	0.0130559	
2.66577	-363.512	552.026	-18.611	52.4268	0.18976	0.273608	0.0133354	
2.67076	-363.286	551.82	-18.777	52.5246	0.171832	0.24367	0.0128793	
2.67575	-363.18	551.617	-18.996	52.6224	0.194306	0.28121	0.0131628	
2.68075	-363.343	551.731	-18.7612	52.7202	0.165806	0.233553	0.0128392	
2.68574	-363.38	551.847	-18.4728	52.818	0.198422	0.288112	0.0131043	
2.69073	-363.158	551.652	-18.6393	52.9159	0.159865	0.22363	0.0127279	
2.69572	-363.044	551.458	-18.8757	53.0137	0.202063	0.294268	0.0131077	
2.70072	-363.184	551.587	-18.6646	53.1115	0.154439	0.214343	0.0127026	
2.70571	-363.221	551.716	-18.3781	53.2093	0.20517	0.299421	0.0130632	
2.7107	-362.997	551.518	-18.5528	53.3071	0.149378	0.205715	0.0127348	
2.71569	-362.886	551.302	-18.7905	53.4049	0.207696	0.303728	0.0129302	
2.72068	-363.036	551.408	-18.5679	53.5027	0.144952	0.198284	0.0125982	
2.72568	-363.085	551.515	-18.2838	53.6005	0.209583	0.306948	0.0130419	
2.73067	-362.867	551.294	-18.4499	53.6983	0.141354	0.191917	0.0125241	
2.73566	-362.754	551.089	-18.6876	53.7962	0.210913	0.309208	0.0128043	
2.74065	-362.894	551.2	-18.4756	53.894	0.138702	0.187465	0.0123749	
2.74564	-362.923	551.309	-18.189	53.9918	0.211519	0.310329	0.0129119	
2.75064	-362.703	551.096	-18.3516	54.0896	0.136972	0.184409	0.0123866	
2.75563	-362.583	550.873	-18.5843	54.1874	0.211575	0.310362	0.012826	
2.76062	-362.715	550.979	-18.3657	54.2852	0.136257	0.183334	0.0123679	
2.76561	-362.747	551.093	-18.0687	54.383	0.210865	0.309378	0.0126765	
2.7706	-362.529	550.877	-18.2336	54.4808	0.136533	0.184133	0.01231	
2.7756	-362.421	550.655	-18.4826	54.5786	0.209443	0.307216	0.0127734	
2.78059	-362.565	550.754	-18.2722	54.6765	0.13792	0.186627	0.0122586	
2.78558	-362.601	550.86	-17.9861	54.7743	0.207555	0.304111	0.0126119	
2.79057	-362.384	550.649	-18.1513	54.8721	0.140133	0.19073	0.0123551	
2.79556	-362.276	550.437	-18.3938	54.9699	0.204909	0.299934	0.0125652	
2.80056	-362.414	550.543	-18.1817	55.0677	0.143149	0.196185	0.0121168	
2.80555	-362.449	550.647	-17.8956	55.1655	0.201735	0.294821	0.0124288	
2.81054	-362.256	550.435	-18.0663	55.2633	0.14684	0.202834	0.0122369	
2.81553	-362.176	550.224	-18.3082	55.3611	0.197948	0.288782	0.0124711	
2.82053	-362.344	550.316	-18.0948	55.4589	0.151088	0.210242	0.0122077	
2.82552	-362.398	550.417	-17.8076	55.5568	0.193745	0.281899	0.0123568	
2.83051	-362.196	550.216	-17.9688	55.6546	0.15583	0.21834	0.0122148	
2.8355	-362.102	550.001	-18.1987	55.7524	0.189045	0.274195	0.0123921	
2.84049	-362.258	550.097	-17.9797	55.8502	0.160626	0.226777	0.0121301	
2.84549	-362.314	550.207	-17.6813	55.948	0.183951	0.265898	0.0122539	
2.85048	-362.106	550.001	-17.8309	56.0458	0.165642	0.235203	0.0121652	
2.85547	-361.989	549.781	-18.0658	56.1436	0.178543	0.257052	0.012198	
2.86046	-362.126	549.879	-17.8493	56.2414	0.170571	0.243627	0.0121246	
2.86545	-362.167	549.978	-17.5642	56.3392	0.172858	0.24778	0.0120803	
2.87045	-361.952	549.757	-17.7318	56.4371	0.175373	0.251823	0.0121555	
2.87544	-361.838	549.532	-17.9713	56.5349	0.167196	0.238217	0.0120856	
2.88043	-361.977	549.616	-17.7617	56.6327	0.179947	0.259544	0.0121594	
2.88542	-362.001	549.708	-17.4754	56.7305	0.161417	0.228644	0.0119953	
2.89041	-361.772	549.488	-17.6476	56.8283	0.184269	0.266714	0.0121179	
2.89541	-361.662	549.265	-17.8983	56.9261	0.1558	0.219096	0.0119756	
2.9004	-361.796	549.356	-17.6959	57.0239	0.188104	0.273189	0.0121172	
2.90539	-361.833	549.435	-17.4193	57.1217	0.150337	0.209919	0.0119026	
2.91038	-361.633	549.199	-17.5895	57.2195	0.19153	0.279048	0.0121146	
2.91537	-361.538	548.952	-17.8305	57.3174	0.145224	0.201231	0.0118208	
2.92037	-361.681	549.016	-17.6225	57.4152	0.194383	0.283872	0.0119777	
2.92536	-361.71	549.103	-17.3413	57.513	0.140557	0.193377	0.0118139	
2.93035	-361.505	548.873	-17.5153	57.6108	0.196814	0.287863	0.0120825	
2.93534	-361.412	548.632	-17.7633	57.7086	0.136599	0.186561	0.0117037	
2.94034	-361.57	548.705	-17.5529	57.8064	0.198496	0.290988	0.012007	
2.94533	-361.621	548.786	-17.2676	57.9042	0.133311	0.180974	0.0116938	
2.95032	-361.424	548.551	-17.4315	58.002	0.199814	0.293026	0.0120218	
2.95531	-361.328	548.309	-17.6718	58.0998	0.130993	0.176878	0.0117243	
2.9603	-361.463	548.396	-17.4518	58.1977	0.200278	0.294078	0.0120778	
2.9653	-361.524	548.462	-17.1676	58.2955	0.129766	0.174484	0.0115694	
2.97029	-361.313	548.224	-17.3185	58.3933	0.200347	0.294017	0.0119694	
2.97528	-361.208	547.992	-17.5483	58.4911	0.129212	0.173776	0.0115119	
2.98027	-361.36	548.067	-17.3341	58.5889	0.199726	0.292946	0.0119239	
2.98526	-361.362	548.169	-17.0107	58.6867	0.129631	0.174792	0.0116546	
2.99026	-361.162	547.921	-17.1866	58.7845	0.198343	0.29094	0.0118508	
2.99525	-361.072	547.646	-17.4252	58.8823	0.13106	0.177481	0.0115778	
3.00024	-361.215	547.689	-17.1874	58.9801	0.19651	0.287867	0.0118657	
3.00523	-361.247	547.753	-16.8683	59.078	0.133317	0.181634	0.0115468	
3.01022	-361.024	547.505	-16.9944	59.1758	0.193947	0.283827	0.0118315	
3.01522	-360.906	547.242	-17.2489	59.2736	0.136445	0.187187	0.0115306	
3.02021	-361.021	547.305	-17.0562	59.3714	0.19084	0.278934	0.0117862	
3.0252	-361.03	547.381	-16.7556	59.4692	0.140101	0.193673	0.0114521	
3.03019	-360.797	547.132	-16.9044	59.567	0.187268	0.273075	0.0117234	
3.03518	-360.668	546.863	-17.1378	59.6648	0.144317	0.200928	0.0115402	
3.04018	-360.778	546.92	-16.916	59.7626	0.183265	0.266508	0.0116553	
3.04517	-360.78	547.001	-16.6101	59.8604	0.148772	0.208691	0.0114868	
3.05016	-360.54	546.759	-16.7753	59.9583	0.178814	0.259201	0.0116442	
3.05515	-360.404	546.509	-17.0192	60.0561	0.153456	0.216773	0.0114159	
3.06014	-360.513	546.57	-16.791	60.1539	0.174027	0.251396	0.0115841	
3.06514	-360.525	546.638	-16.4814	60.2517	0.158211	0.224897	0.011484	
3.07013	-360.294	546.393	-16.6223	60.3495	0.168871	0.242943	0.011547	
3.07512	-360.165	546.121	-16.8571	60.4473	0.162996	0.232943	0.0114997	
3.08011	-360.276	546.178	-16.6317	60.5451	0.163536	0.23411	0.011518	
3.08511	-360.274	546.263	-16.3116	60.6429	0.167525	0.240783	0.0114129	
3.0901	-360.024	546.023	-16.4581	60.7407	0.158131	0.225181	0.0113795	
3.09509	-359.869	545.779	-16.6927	60.8386	0.171902	0.248118	0.0114176	
3.10008	-359.953	545.858	-16.4652	60.9364	0.15275	0.216083	0.0113455	
3.10507	-359.939	545.935	-16.1421	61.0342	0.175971	0.254942	0.011522	
3.11007	-359.688	545.702	-16.2722	61.132	0.1474	0.207116	0.0112994	
3.11506	-359.542	545.461	-16.5061	61.2298	0.179631	0.261172	0.011421	
3.12005	-359.639	545.521	-16.2844	61.3276	0.142243	0.198506	0.0112936	
3.12504	-359.644	545.598	-15.9655	61.4254	0.18297	0.266542	0.0113547	
3.13003	-359.418	545.362	-16.1137	61.5232	0.137623	0.190404	0.0112803	
3.13503	-359.299	545.103	-16.3603	61.621	0.185642	0.271181	0.0113963	
3.14002	-359.444	545.149	-16.1398	61.7189	0.133282	0.183095	0.0111644	
3.14501	-359.504	545.212	-15.8296	61.8167	0.187924	0.274929	0.0114499	
3.15	-359.3	544.981	-15.9825	61.9145	0.12962	0.176871	0.0111643	
3.15499	-359.19	544.743	-16.228	62.0123	0.189627	0.277729	0.0114792	
3.15999	-359.324	544.826	-16.0104	62.1101	0.126831	0.171891	0.0111363	
3.16498	-359.355	544.935	-15.7092	62.2079	0.190706	0.279572	0.0114203	
3.16997	-359.144	544.74	-15.8792	62.3057	0.124679	0.168196	0.0110793	
3.17496	-359.012	544.539	-16.1373	62.4035	0.191217	0.280479	0.0113781	
3.17995	-359.096	544.662	-15.9377	62.5013	0.123512	0.166198	0.0110395	
3.18495	-359.07	544.801	-15.6394	62.5992	0.191076	0.280429	0.0113242	
3.18994	-358.794	544.623	-15.7918	62.697	0.123212	0.165844	0.0110306	
3.19493	-358.602	544.429	-16.0491	62.7948	0.190385	0.279336	0.0113315	
3.19992	-358.659	544.534	-15.8404	62.8926	0.123921	0.167169	0.0109719	
3.20492	-358.649	544.629	-15.5314	62.9904	0.189123	0.277284	0.0113117	
3.20991	-358.423	544.39	-15.6876	63.0882	0.125559	0.169947	0.011141	
3.2149	-358.31	544.128	-15.9406	63.186	0.187289	0.27428	0.0111953	
3.21989	-358.457	544.17	-15.7317	63.2838	0.127882	0.174272	0.0109544	
3.22488	-358.532	544.23	-15.4188	63.3816	0.184815	0.270307	0.0112083	
3.22988	-358.355	544.004	-15.5739	63.4795	0.130819	0.179737	0.0109411	
3.23487	-358.253	543.774	-15.8345	63.5773	0.181832	0.265605	0.0111655	
3.23986	-358.388	543.855	-15.6265	63.6751	0.134549	0.186199	0.0110051	
3.24485	-358.433	543.958	-15.3167	63.7729	0.178404	0.259995	0.0110713	
3.24984	-358.249	543.755	-15.4802	63.8707	0.138666	0.193278	0.0109539	
3.25484	-358.145	543.548	-15.7505	63.9685	0.17459	0.25372	0.0110363	
3.25983	-358.262	543.662	-15.5532	64.0663	0.142954	0.200812	0.0109503	
3.26482	-358.277	543.793	-15.2474	64.1641	0.170278	0.246671	0.0110439	
3.26981	-358.043	543.61	-15.4016	64.2619	0.147596	0.208657	0.0109528	
3.2748	-357.891	543.404	-15.6599	64.3598	0.165686	0.239123	0.0110406	
3.2798	-357.968	543.507	-15.4614	64.4576	0.152143	0.216479	0.0109745	
3.28479	-357.944	543.633	-15.1532	64.5554	0.160786	0.231126	0.0109432	
3.28978	-357.682	543.446	-15.3158	64.6532	0.156728	0.224268	0.0110059	
3.29477	-357.519	543.209	-15.5832	64.751	0.155678	0.222716	0.0108784	
3.29976	-357.596	543.268	-15.3678	64.8488	0.16113	0.231712	0.0109648	
