Scan started at 15:02:45 30/09/2014
Time (s)	x (nT)	y (nT)	z (nT)	Frequency (Hz)	x (nT)	y (nT)	z (nT)
0.154754	-0.33374	-0.211487	309.358	3.22777	0.00107654	0.00113672	0.631723	
0.159747	-1.46741	-1.37506	309.371	3.32558	0.00192313	0.00133552	1.14443	
0.164739	0.00750733	0.0851441	309.392	3.42339	0.00166476	0.00157031	0.552391	
0.169731	1.14417	1.25208	309.379	3.5212	0.00314839	0.00303672	1.10339	
0.174723	-0.325867	-0.208862	309.359	3.61901	0.00258288	0.00253228	0.488179	
0.179715	-1.46796	-1.3797	309.362	3.71683	0.00209042	0.00153592	1.05941	
0.184707	-0.000183105	0.0773316	309.377	3.81464	0.00141242	0.00126004	0.438487	
0.189699	1.13922	1.24524	309.372	3.91245	0.00163166	0.00117912	1.01624	
0.194691	-0.332764	-0.210144	309.354	4.01026	0.00119758	0.00126387	0.399711	
0.199683	-1.47491	-1.38062	309.368	4.10807	0.00128797	0.000903368	0.965177	
0.204675	-0.00860596	0.0739136	309.385	4.20588	0.000959022	0.00105661	0.379364	
0.209667	1.13361	1.24774	309.368	4.30369	0.00145765	0.00109073	0.925567	
0.214659	-0.325012	-0.207275	309.347	4.4015	0.000930651	0.000975962	0.370345	
0.219652	-1.47125	-1.38348	309.362	4.49931	0.00112761	0.00078515	0.877573	
0.224644	-0.0155029	0.0714111	309.389	4.59713	0.00091064	0.00100761	0.369635	
0.229636	1.13672	1.24921	309.386	4.69494	0.00128821	0.000893984	0.833147	
0.234628	-0.323486	-0.209534	309.362	4.79275	0.000825792	0.000905827	0.376791	
0.23962	-1.48383	-1.39313	309.363	4.89056	0.0014501	0.00122338	0.789533	
0.244612	-0.0253906	0.0563355	309.381	4.98837	0.000974793	0.000998897	0.389551	
0.249604	1.13306	1.24353	309.377	5.08618	0.00130364	0.00115124	0.742261	
0.254596	-0.326477	-0.200562	309.357	5.18399	0.0013657	0.00155477	0.405163	
0.259588	-1.48749	-1.38879	309.363	5.2818	0.00126724	0.00115688	0.70011	
0.26458	-0.0341797	0.0549316	309.385	5.37962	0.000930296	0.000917405	0.421727	
0.269572	1.13214	1.24542	309.383	5.47743	0.00126817	0.00103315	0.656153	
0.274564	-0.31604	-0.195129	309.369	5.57524	0.000924235	0.000953502	0.436103	
0.279556	-1.44989	-1.36072	309.373	5.67305	0.00110918	0.000945383	0.612564	
0.284549	0.0114746	0.0855713	309.389	5.77086	0.00108911	0.00124306	0.453976	
0.289541	1.15411	1.25531	309.379	5.86867	0.00121942	0.00110862	0.571537	
0.294533	-0.30304	-0.182617	309.36	5.96648	0.00139679	0.001415	0.467534	
0.299525	-1.47845	-1.38165	309.37	6.06429	0.000931805	0.000921953	0.524831	
0.304517	-0.0437622	0.0379639	309.388	6.1621	0.00128714	0.00142846	0.480098	
0.309509	1.11774	1.22614	309.376	6.25992	0.000680787	0.000686851	0.486535	
0.314501	-0.313965	-0.198853	309.353	6.35773	0.00130369	0.00140019	0.490432	
0.319493	-1.48108	-1.38934	309.364	6.45554	0.000779077	0.000946883	0.447319	
0.324485	-0.0483398	0.0286865	309.382	6.55335	0.000945696	0.000964886	0.49848	
0.329477	1.12396	1.22437	309.375	6.65116	0.000519841	0.000654497	0.407224	
0.334469	-0.308899	-0.187622	309.358	6.74897	0.00116736	0.00117096	0.504929	
0.339461	-1.48016	-1.38171	309.368	6.84678	0.000868087	0.00101544	0.368025	
0.344454	-0.0532837	0.031311	309.387	6.94459	0.00138225	0.00114167	0.508598	
0.349446	1.12585	1.23352	309.382	7.04241	0.00135947	0.00130474	0.33225	
0.354438	-0.294861	-0.181213	309.365	7.14022	0.00260196	0.00244848	0.510672	
0.35943	-1.48157	-1.39386	309.366	7.23803	0.00256779	0.00263404	0.301277	
0.364422	-0.062561	0.0187378	309.385	7.33584	0.00157519	0.00145015	0.51088	
0.369414	1.1225	1.22949	309.385	7.43365	0.00130267	0.00129014	0.270722	
0.374406	-0.294251	-0.174194	309.366	7.53146	0.00133809	0.00117443	0.50809	
0.379398	-1.4765	-1.38483	309.372	7.62927	0.000807953	0.000848377	0.245041	
0.38439	-0.0645142	0.0224609	309.39	7.72708	0.00125124	0.00120224	0.503833	
0.389382	1.11664	1.23486	309.377	7.82489	0.00110465	0.00107103	0.222296	
0.394374	-0.294312	-0.172607	309.364	7.92271	0.00162957	0.00167468	0.497798	
0.399366	-1.47907	-1.38275	309.373	8.02052	0.00135014	0.00133484	0.208066	
0.404358	-0.0678711	0.0217285	309.384	8.11833	0.00168971	0.00166279	0.489753	
0.409351	1.11938	1.2287	309.372	8.21614	0.00109086	0.00136549	0.195347	
0.414343	-0.290833	-0.173828	309.355	8.31395	0.00118227	0.000949398	0.479845	
0.419335	-1.47687	-1.38434	309.36	8.41176	0.000777432	0.000853144	0.190816	
0.424327	-0.0697632	0.0136108	309.375	8.50957	0.000845696	0.000740633	0.468379	
0.429319	1.12201	1.22754	309.377	8.60738	0.000842599	0.000945007	0.189883	
0.434311	-0.282043	-0.166992	309.364	8.7052	0.000996919	0.00105007	0.454959	
0.439303	-1.47778	-1.38739	309.374	8.80301	0.00123873	0.0011912	0.196468	
0.444295	-0.0795899	-0.00354004	309.387	8.90082	0.00107482	0.00121042	0.440508	
0.449287	1.11676	1.22357	309.381	8.99863	0.00109503	0.00104388	0.203198	
0.454279	-0.280945	-0.155334	309.368	9.09644	0.00126323	0.00127898	0.424599	
0.459271	-1.47937	-1.37872	309.371	9.19425	0.0010793	0.00112173	0.213045	
0.464263	-0.0795288	0.00323486	309.388	9.29206	0.00148542	0.00159606	0.407119	
0.469256	1.12207	1.22974	309.381	9.38987	0.00193988	0.00215657	0.226925	
0.474248	-0.273132	-0.15918	309.361	9.48768	0.00197058	0.00203486	0.388945	
0.47924	-1.47247	-1.39282	309.367	9.5855	0.0023025	0.00231192	0.237954	
0.484232	-0.0825806	-0.00360107	309.388	9.68331	0.00176312	0.00192805	0.369918	
0.489224	1.1153	1.23157	309.38	9.78112	0.00157799	0.0017575	0.253994	
0.494216	-0.266052	-0.145142	309.358	9.87893	0.00139517	0.00141995	0.35003	
0.499208	-1.46686	-1.37604	309.362	9.97674	0.000812251	0.000703804	0.265443	
0.5042	-0.079834	-0.000854492	309.385	10.0746	0.000810943	0.000803726	0.329633	
0.509192	1.1261	1.23407	309.383	10.1724	0.000734734	0.000523362	0.27687	
0.514184	-0.269165	-0.143372	309.355	10.2702	0.000925649	0.000889175	0.308575	
0.519176	-1.48309	-1.38001	309.362	10.368	0.000704601	0.00079548	0.28893	
0.524168	-0.093811	-0.00622559	309.392	10.4658	0.00126062	0.00113782	0.287882	
0.52916	1.12054	1.22394	309.381	10.5636	0.000720613	0.000671226	0.298477	
0.534153	-0.268738	-0.149841	309.354	10.6614	0.000707511	0.000696786	0.266644	
0.539145	-1.48285	-1.38739	309.358	10.7592	0.00126907	0.0011632	0.307037	
0.544137	-0.0974732	-0.0195923	309.379	10.857	0.000863075	0.000654139	0.246413	
0.549129	1.12006	1.22162	309.38	10.9549	0.000700357	0.000688397	0.314794	
0.554121	-0.253967	-0.135132	309.368	11.0527	0.000645435	0.000850347	0.226279	
0.559113	-1.47028	-1.37555	309.372	11.1505	0.00103868	0.00118438	0.320748	
0.564105	-0.0993042	-0.0210571	309.388	11.2483	0.000698393	0.000647814	0.206917	
0.569097	1.11792	1.22101	309.385	11.3461	0.000772301	0.000756851	0.324371	
0.574089	-0.256897	-0.136536	309.361	11.4439	0.000687961	0.000640425	0.189067	
0.579081	-1.47955	-1.37854	309.366	11.5417	0.000765202	0.000679066	0.327732	
0.584073	-0.105164	-0.0252075	309.391	11.6395	0.000261328	0.000402282	0.171185	
0.589065	1.11359	1.22424	309.382	11.7373	0.000892852	0.000724109	0.328003	
0.594058	-0.24823	-0.125183	309.364	11.8352	0.000620969	0.000577367	0.157059	
0.59905	-1.46167	-1.37335	309.37	11.933	0.000855209	0.000680569	0.328058	
0.604042	-0.108093	-0.0266113	309.388	12.0308	0.000477235	0.000428486	0.144291	
0.609034	1.1134	1.22253	309.38	12.1286	0.000624753	0.000505223	0.326412	
0.614026	-0.237427	-0.120911	309.359	12.2264	0.000623896	0.000772783	0.135459	
0.619018	-1.46765	-1.3811	309.362	12.3242	0.000656386	0.000593942	0.323909	
0.62401	-0.115234	-0.0396729	309.382	12.422	0.000344127	0.000339171	0.12966	
0.629002	1.11572	1.2193	309.385	12.5198	0.000698255	0.000556848	0.319641	
0.633994	-0.237183	-0.117798	309.371	12.6176	0.000712661	0.000669853	0.127844	
0.638986	-1.47156	-1.37921	309.374	12.7155	0.000610491	0.000571653	0.314007	
0.643978	-0.127502	-0.0515747	309.388	12.8133	0.000695436	0.000579107	0.129133	
0.64897	1.10376	1.21259	309.386	12.9111	0.000568847	0.000479033	0.307791	
0.653962	-0.243774	-0.113159	309.373	13.0089	0.000594564	0.000477142	0.134097	
0.658955	-1.47913	-1.37335	309.373	13.1067	0.000616227	0.000586257	0.299684	
0.663947	-0.13678	-0.0529785	309.387	13.2045	0.000601867	0.000581636	0.14038	
0.668939	1.10559	1.20685	309.386	13.3023	0.000387692	0.000332662	0.290619	
0.673931	-0.235657	-0.108948	309.366	13.4001	0.000555875	0.000621604	0.149573	
0.678923	-1.47943	-1.37024	309.363	13.4979	0.000561247	0.000488946	0.280477	
0.683915	-0.133423	-0.0505982	309.373	13.5958	0.000558154	0.000563312	0.158863	
0.688907	1.11072	1.21191	309.374	13.6936	0.000374691	0.000401983	0.269173	
0.693899	-0.231873	-0.116516	309.358	13.7914	0.000704787	0.000766002	0.16899	
0.698891	-1.47687	-1.38464	309.364	13.8892	0.00054394	0.000536495	0.258054	
0.703883	-0.137268	-0.0543213	309.389	13.987	0.0006522	0.000531181	0.179407	
0.708875	1.10907	1.21857	309.379	14.0848	0.00077147	0.000741461	0.244491	
0.713867	-0.220886	-0.0970459	309.357	14.1826	0.000763252	0.00074708	0.189185	
0.71886	-1.45807	-1.36169	309.363	14.2804	0.000498531	0.000585184	0.232012	
0.723852	-0.126038	-0.0407105	309.382	14.3782	0.000670959	0.000545986	0.198902	
0.728844	1.11566	1.22607	309.381	14.4761	0.000425261	0.000453684	0.218209	
0.733836	-0.217346	-0.0994263	309.368	14.5739	0.000752579	0.000783091	0.207927	
0.738828	-1.46777	-1.3764	309.377	14.6717	0.000418386	0.000507392	0.204269	
0.74382	-0.1427	-0.0610352	309.394	14.7695	0.000799913	0.000580836	0.215972	
0.748812	1.10388	1.21704	309.38	14.8673	0.000542116	0.00057182	0.190151	
0.753804	-0.225281	-0.0941773	309.363	14.9651	0.000635553	0.000599211	0.223228	
0.758796	-1.47772	-1.37518	309.371	15.0629	0.000403836	0.000373728	0.176578	
0.763788	-0.147034	-0.064148	309.391	15.1607	0.000730322	0.000632191	0.22944	
0.76878	1.11877	1.22443	309.385	15.2585	0.000476618	0.000511201	0.162647	
0.773772	-0.198792	-0.0795288	309.362	15.3564	0.000742477	0.000611609	0.234697	
0.778764	-1.4563	-1.36737	309.367	15.4542	0.000296821	0.000378209	0.148872	
0.783757	-0.137268	-0.0614014	309.389	15.552	0.000650636	0.000744087	0.238935	
0.788749	1.1203	1.23132	309.381	15.6498	0.000222539	0.000246211	0.136625	
0.793741	-0.194763	-0.074646	309.359	15.7476	0.000645596	0.00058541	0.242082	
0.798733	-1.45343	-1.36243	309.364	15.8454	0.000353896	0.000388348	0.124712	
0.803725	-0.140259	-0.055481	309.379	15.9432	0.000612843	0.000587589	0.244001	
0.808717	1.12604	1.23853	309.379	16.041	0.000410177	0.000357426	0.115354	
0.813709	-0.177612	-0.0551758	309.365	16.1388	0.000594446	0.00051774	0.244709	
0.818701	-1.44342	-1.34747	309.37	16.2367	0.000462193	0.000479521	0.106145	
0.823693	-0.138794	-0.055603	309.385	16.3345	0.000748108	0.000661428	0.244539	
0.828685	1.12616	1.23871	309.383	16.4323	0.000510841	0.000620143	0.10078	
0.833677	-0.181702	-0.0551148	309.367	16.5301	0.000564001	0.000665323	0.243086	
0.838669	-1.448	-1.34784	309.367	16.6279	0.00060731	0.000580865	0.0969063	
0.843661	-0.137573	-0.050415	309.386	16.7257	0.000694335	0.000642833	0.240643	
0.848654	1.13794	1.24933	309.38	16.8235	0.000464568	0.000529436	0.0962618	
0.853646	-0.16217	-0.0397339	309.361	16.9213	0.000794084	0.000789487	0.237224	
0.858638	-1.43176	-1.34259	309.367	17.0191	0.000382941	0.000395319	0.0988395	
0.86363	-0.134705	-0.0546875	309.392	17.117	0.000564148	0.000551632	0.23272	
0.868622	1.13239	1.24475	309.39	17.2148	0.000616245	0.000606308	0.102675	
0.873614	-0.164185	-0.0458984	309.369	17.3126	0.000677675	0.000693622	0.227158	
0.878606	-1.43555	-1.34235	309.374	17.4104	0.00047426	0.000437771	0.108659	
0.883598	-0.138855	-0.0546875	309.391	17.5082	0.000673743	0.000732752	0.220947	
0.88859	1.13306	1.24261	309.387	17.606	0.000615314	0.000627322	0.116092	
0.893582	-0.160767	-0.0371704	309.361	17.7038	0.000653026	0.000620885	0.213937	
0.898574	-1.43311	-1.33618	309.366	17.8016	0.000719042	0.000634099	0.122944	
0.903566	-0.141357	-0.0588379	309.391	17.8994	0.000505055	0.000617841	0.205853	
0.908559	1.1391	1.25018	309.384	17.9973	0.000781231	0.000730628	0.132216	
0.913551	-0.15033	-0.0170898	309.364	18.0951	0.000559351	0.000557652	0.197568	
0.918543	-1.42963	-1.32562	309.372	18.1929	0.000784978	0.000727218	0.14058	
0.923535	-0.138794	-0.0530396	309.393	18.2907	0.000547751	0.000614801	0.188368	
0.928527	1.14581	1.25781	309.379	18.3885	0.000538036	0.00052	0.148775	
0.933519	-0.137878	-0.0135498	309.357	18.4863	0.000565108	0.000631277	0.178914	
0.938511	-1.42578	-1.32159	309.365	18.5841	0.000634292	0.000688785	0.156432	
0.943503	-0.140686	-0.0508423	309.386	18.6819	0.000471916	0.000436916	0.168819	
0.948495	1.14734	1.25787	309.383	18.7797	0.000720595	0.00072266	0.163702	
0.953487	-0.137756	-0.0100098	309.363	18.8776	0.000462856	0.000498237	0.158478	
0.958479	-1.43066	-1.32617	309.364	18.9754	0.00054499	0.000505523	0.170649	
0.963471	-0.154236	-0.0658569	309.388	19.0732	0.000376907	0.000470829	0.1479	
0.968463	1.13812	1.24774	309.385	19.171	0.000612505	0.000605436	0.176535	
0.973456	-0.140869	-0.0231323	309.361	19.2688	0.000425002	0.000524254	0.13736	
0.978448	-1.44257	-1.34808	309.363	19.3666	0.000704537	0.00054915	0.181735	
0.98344	-0.166748	-0.0881958	309.383	19.4644	0.000437749	0.000555288	0.12673	
0.988432	1.13397	1.23566	309.38	19.5622	0.000730813	0.000697501	0.186283	
0.993424	-0.144409	-0.0231934	309.358	19.66	0.000425787	0.000590063	0.116707	
0.998416	-1.44751	-1.35022	309.371	19.7579	0.000821709	0.000785636	0.190183	
1.00341	-0.17804	-0.0998535	309.386	19.8557	0.000635888	0.000502896	0.106954	
1.0084	1.12701	1.22656	309.373	19.9535	0.000670279	0.000600835	0.192549	
1.01339	-0.138489	-0.0157471	309.364	20.0513	0.00035323	0.000433156	0.0982854	
1.01838	-1.43921	-1.3418	309.374	20.1491	0.000828812	0.000761657	0.194718	
1.02338	-0.17334	-0.0890503	309.385	20.2469	0.000437233	0.000468806	0.0903102	
1.02837	1.12628	1.24158	309.378	20.3447	0.000946747	0.000911734	0.195852	
1.03336	-0.137756	-0.0174561	309.354	20.4425	0.00038537	0.000508074	0.0845275	
1.03835	-1.44299	-1.35187	309.363	20.5403	0.00068517	0.000581499	0.195914	
1.04334	-0.177795	-0.104248	309.386	20.6382	0.000542176	0.000540645	0.0798735	
1.04834	1.12451	1.23169	309.379	20.736	0.000703716	0.000624246	0.195296	
1.05333	-0.138062	-0.0110474	309.358	20.8338	0.000551837	0.000589128	0.077848	
1.05832	-1.44525	-1.35028	309.362	20.9316	0.000694648	0.000574326	0.19346	
1.06331	-0.190247	-0.107056	309.383	21.0294	0.000431562	0.000507888	0.0778987	
1.06831	1.12378	1.22955	309.38	21.1272	0.000892656	0.000730713	0.190972	
1.0733	-0.131042	-0.017334	309.362	21.225	0.000473578	0.000551816	0.0800762	
1.07829	-1.44763	-1.35761	309.364	21.3228	0.000678471	0.000710604	0.187726	
1.08328	-0.200195	-0.119507	309.382	21.4206	0.000658246	0.000561447	0.0836835	
1.08827	1.11353	1.21649	309.385	21.5185	0.00100377	0.000915892	0.184019	
1.09327	-0.132813	-0.0169678	309.371	21.6163	0.000786651	0.000772627	0.0891192	
1.09826	-1.44452	-1.34894	309.374	21.7141	0.000483159	0.000443683	0.17876	
1.10325	-0.191895	-0.117554	309.394	21.8119	0.000620479	0.000575511	0.095355	
1.10824	1.12195	1.21753	309.386	21.9097	0.000727573	0.000767373	0.173203	
1.11323	-0.130554	-0.0153809	309.357	22.0075	0.000629245	0.000655656	0.102058	
1.11823	-1.44861	-1.35559	309.357	22.1053	0.000508577	0.000595068	0.167381	
1.12322	-0.198608	-0.125977	309.383	22.2031	0.000657149	0.000622803	0.109054	
1.12821	1.12323	1.2171	309.388	22.301	0.000488641	0.000639783	0.160431	
1.1332	-0.124207	-0.0106201	309.365	22.3988	0.000733668	0.000779934	0.11606	
1.13819	-1.45038	-1.36285	309.362	22.4966	0.000668621	0.000555779	0.153148	
1.14319	-0.213379	-0.131836	309.382	22.5944	0.000666971	0.000580539	0.123109	
1.14818	1.10504	1.21881	309.381	22.6922	0.000698048	0.000504647	0.145536	
1.15317	-0.138733	-0.0134277	309.361	22.79	0.000738188	0.00061229	0.129746	
1.15816	-1.46045	-1.36133	309.365	22.8878	0.000644742	0.000643705	0.1372	
1.16315	-0.22467	-0.134155	309.39	22.9856	0.000839108	0.000755508	0.136047	
1.16815	1.10065	1.21667	309.385	23.0834	0.000560794	0.000515493	0.129356	
1.17314	-0.124329	-0.0012207	309.367	23.1813	0.000756231	0.000698368	0.141717	
1.17813	-1.44983	-1.35291	309.374	23.2791	0.000527134	0.000665812	0.120698	
1.18312	-0.220032	-0.137451	309.392	23.3769	0.000802135	0.000756393	0.146865	
1.18812	1.10577	1.21179	309.39	23.4747	0.000900501	0.000898654	0.112187	
1.19311	-0.124023	-0.00720215	309.367	23.5725	0.00088018	0.000862649	0.151486	
1.1981	-1.44983	-1.36005	309.368	23.6703	0.000570507	0.000744477	0.103857	
1.20309	-0.219543	-0.14801	309.386	23.7681	0.000928915	0.000852947	0.155255	
1.20808	1.11353	1.20642	309.379	23.8659	0.000492456	0.000550224	0.0955766	
1.21308	-0.113586	-0.00732422	309.359	23.9637	0.000888857	0.000795044	0.158533	
1.21807	-1.45001	-1.36505	309.37	24.0616	0.000516736	0.000463657	0.087649	
1.22306	-0.228821	-0.153198	309.391	24.1594	0.000863298	0.000844729	0.160976	
1.22805	1.10645	1.20477	309.378	24.2572	0.000459459	0.000411296	0.0806166	
1.23304	-0.116577	0.00189209	309.352	24.355	0.000773746	0.000790182	0.162738	
1.23804	-1.45526	-1.3584	309.359	24.4528	0.000496194	0.000411411	0.0749142	
1.24303	-0.22876	-0.155396	309.389	24.5506	0.000738356	0.000735458	0.163852	
1.24802	1.10834	1.20654	309.384	24.6484	0.000625912	0.000532816	0.0700329	
1.25301	-0.112671	0.00219727	309.366	24.7462	0.000851158	0.000778516	0.163997	
1.258	-1.45233	-1.3623	309.378	24.844	0.000578006	0.000604051	0.0662953	
1.263	-0.240295	-0.161316	309.394	24.9419	0.000774087	0.000797669	0.163584	
1.26799	1.10272	1.20648	309.376	25.0397	0.00056757	0.000551156	0.0647877	
1.27298	-0.109924	0.010498	309.357	25.1375	0.000833591	0.000789227	0.162331	
1.27797	-1.45044	-1.36041	309.367	25.2353	0.000534078	0.000531321	0.0654715	
1.28296	-0.237061	-0.16571	309.381	25.3331	0.000793299	0.000720309	0.160454	
1.28796	1.104	1.20984	309.38	25.4309	0.000464077	0.000443631	0.0677031	
1.29295	-0.105103	0.0134277	309.36	25.5287	0.000651245	0.000652189	0.157784	
1.29794	-1.44885	-1.35913	309.36	25.6265	0.000741095	0.000700364	0.0716421	
1.30293	-0.243713	-0.168884	309.388	25.7243	0.000872554	0.000790618	0.154559	
1.30792	1.10498	1.20612	309.383	25.8222	0.000622478	0.000658453	0.0762543	
1.31292	-0.0964356	0.0229492	309.369	25.92	0.000817816	0.000569523	0.150597	
1.31791	-1.45117	-1.34906	309.38	26.0178	0.000660877	0.000702057	0.081658	
1.3229	-0.254395	-0.158325	309.393	26.1156	0.000813585	0.000754329	0.146058	
1.32789	1.09784	1.2157	309.385	26.2134	0.000745175	0.000878941	0.087318	
1.33289	-0.101868	0.0175171	309.365	26.3112	0.000682103	0.000689476	0.140968	
1.33788	-1.45197	-1.36816	309.364	26.409	0.000678806	0.000704175	0.0934545	
1.34287	-0.249634	-0.180481	309.38	26.5068	0.000596373	0.000654153	0.135459	
1.34786	1.10077	1.19519	309.381	26.6046	0.000708594	0.000732453	0.0996863	
1.35285	-0.09552	0.0136108	309.361	26.7025	0.00056104	0.000604109	0.129455	
1.35785	-1.44629	-1.36578	309.368	26.8003	0.000710224	0.000592797	0.105483	
1.36284	-0.259766	-0.184387	309.392	26.8981	0.000585705	0.000579485	0.122934	
1.36783	1.09204	1.20111	309.386	26.9959	0.000795162	0.000759064	0.111522	
1.37282	-0.103149	0.0197144	309.366	27.0937	0.000526409	0.000446493	0.116187	
1.37781	-1.46588	-1.36548	309.374	27.1915	0.000849017	0.000867785	0.116845	
1.38281	-0.268127	-0.191162	309.4	27.2893	0.000552148	0.000703961	0.109191	
1.3878	1.08832	1.18896	309.39	27.3871	0.000944775	0.000905795	0.121899	
1.39279	-0.107361	0.0112305	309.36	27.4849	0.000635617	0.000646944	0.101996	
1.39778	-1.46301	-1.37305	309.365	27.5828	0.00091231	0.000897601	0.126565	
1.40277	-0.277588	-0.200134	309.385	27.6806	0.000522611	0.000596339	0.09494	
1.40777	1.08661	1.18152	309.375	27.7784	0.000820925	0.000791229	0.130232	
1.41276	-0.0940552	0.0131836	309.353	27.8762	0.0005098	0.000550595	0.0876379	
1.41775	-1.46057	-1.37036	309.363	27.974	0.00099584	0.000950697	0.134079	
1.42274	-0.282715	-0.202576	309.389	28.0718	0.000532428	0.000546778	0.0809193	
1.42773	1.08014	1.19116	309.385	28.1696	0.00106466	0.00108624	0.136599	
1.43273	-0.101685	0.0212402	309.36	28.2674	0.000587947	0.000609519	0.0745074	
1.43772	-1.47559	-1.37793	309.364	28.3652	0.000830147	0.000918387	0.138919	
1.44271	-0.299011	-0.220642	309.388	28.4631	0.000712569	0.000830184	0.0685529	
1.4477	1.07196	1.17163	309.386	28.5609	0.00080495	0.000774246	0.140502	
1.4527	-0.11084	0.00952149	309.369	28.6587	0.000609503	0.000603874	0.063614	
1.45769	-1.48401	-1.38812	309.371	28.7565	0.000812388	0.000856871	0.141356	
1.46268	-0.304138	-0.229736	309.395	28.8543	0.00058498	0.000681726	0.059734	
1.46767	1.06671	1.16229	309.387	28.9521	0.000894336	0.000698017	0.141663	
1.47266	-0.117065	-0.00012207	309.365	29.0499	0.000624383	0.000646268	0.0574076	
1.47766	-1.49274	-1.39563	309.37	29.1477	0.00084201	0.000786395	0.141263	
1.48265	-0.309021	-0.226685	309.39	29.2455	0.000733687	0.000687682	0.0564576	
1.48764	1.07208	1.17291	309.386	29.3434	0.000965635	0.000834244	0.14036	
1.49263	-0.0978394	0.0136108	309.358	29.4412	0.000613078	0.000659164	0.0571681	
1.49762	-1.47443	-1.38245	309.364	29.539	0.000986998	0.000880588	0.138599	
1.50262	-0.30542	-0.227051	309.386	29.6368	0.000769334	0.000870343	0.0594259	
1.50761	1.07257	1.17438	309.38	29.7346	0.000863015	0.000996327	0.136426	
1.5126	-0.0983887	0.0212402	309.362	29.8324	0.000738067	0.000658573	0.062653	
1.51759	-1.47827	-1.38178	309.363	29.9302	0.000738169	0.000740365	0.133701	
1.52258	-0.305969	-0.226868	309.39	30.028	0.000711919	0.000677609	0.0670253	
1.52758	1.07715	1.17975	309.391	30.1258	0.000799039	0.000743849	0.130322	
1.53257	-0.086792	0.0267944	309.366	30.2237	0.00076031	0.000717095	0.0717846	
1.53756	-1.46375	-1.37439	309.372	30.3215	0.000859656	0.0008618	0.126615	
1.54255	-0.303406	-0.226074	309.39	30.4193	0.000834165	0.000869635	0.0772095	
1.54754	1.0791	1.17505	309.378	30.5171	0.000717742	0.000748778	0.122378	
1.55254	-0.0841065	0.0360107	309.363	30.6149	0.000852229	0.000864616	0.0824343	
1.55753	-1.46985	-1.36804	309.374	30.7127	0.000822901	0.000697135	0.117265	
1.56252	-0.306213	-0.2229	309.388	30.8105	0.000914494	0.000870733	0.0879603	
1.56751	1.08148	1.19238	309.379	30.9083	0.000615499	0.000684748	0.112105	
1.57251	-0.0771484	0.0515747	309.36	31.0061	0.00095096	0.000829506	0.0932901	
