Scan started at 15:02:45 30/09/2014
Time (s)	x (nT)	y (nT)	z (nT)	Frequency (Hz)	x (nT)	y (nT)	z (nT)
3.0901	0.124084	0.248596	291.139	60.7407	0.00126733	0.00128572	0.0545529	
3.09509	-1.45599	-1.36127	291.064	60.8386	0.00174287	0.00172072	0.0631743	
3.10008	-0.530884	-0.454163	291.011	60.9364	0.00122981	0.00123226	0.0511166	
3.10507	1.06061	1.16205	290.93	61.0342	0.00166104	0.00168327	0.0657088	
3.11007	0.142029	0.263306	290.832	61.132	0.00117205	0.00115374	0.0476874	
3.11506	-1.45416	-1.35022	290.754	61.2298	0.00165114	0.00175859	0.067988	
3.12005	-0.539246	-0.462769	290.698	61.3276	0.00116931	0.0012256	0.0442606	
3.12504	1.0473	1.13928	290.61	61.4254	0.00160278	0.00162505	0.0698638	
3.13003	0.122925	0.245239	290.495	61.5232	0.00114959	0.0011865	0.0409332	
3.13503	-1.47266	-1.36493	290.406	61.621	0.00162834	0.00157285	0.0715754	
3.14002	-0.560181	-0.478394	290.335	61.7189	0.00115002	0.00116474	0.0378257	
3.14501	1.03613	1.13269	290.249	61.8167	0.00155869	0.00163623	0.0729254	
3.15	0.128357	0.246704	290.152	61.9145	0.00114764	0.00116927	0.0350701	
3.15499	-1.4621	-1.35773	290.082	62.0123	0.00154413	0.00151679	0.0739584	
3.15999	-0.544983	-0.452637	290.034	62.1101	0.00115694	0.00115466	0.0327571	
3.16498	1.05615	1.16278	289.967	62.2079	0.00145388	0.00146935	0.0746382	
3.16997	0.147705	0.264648	289.87	62.3057	0.00115281	0.00116436	0.0311041	
3.17496	-1.44214	-1.34479	289.801	62.4035	0.00148624	0.00150446	0.0749929	
3.17995	-0.527344	-0.448242	289.751	62.5013	0.00117562	0.00116803	0.0301911	
3.18495	1.06238	1.17084	289.673	62.5992	0.00130554	0.00138588	0.0750466	
3.18994	0.159851	0.291748	289.599	62.697	0.00112802	0.00117258	0.030107	
3.19493	-1.42584	-1.32153	289.551	62.7948	0.00139897	0.0014036	0.0746521	
3.19992	-0.518799	-0.437439	289.512	62.8926	0.00117276	0.00118175	0.0309192	
3.20492	1.0647	1.17297	289.451	62.9904	0.00132365	0.00136789	0.0739658	
3.20991	0.154053	0.282288	289.371	63.0882	0.00121182	0.00122983	0.0324422	
3.2149	-1.43146	-1.32904	289.324	63.186	0.00126846	0.00129062	0.0730259	
3.21989	-0.512146	-0.432922	289.296	63.2838	0.00121143	0.00119564	0.0345345	
3.22488	1.09277	1.1897	289.24	63.3816	0.0012536	0.00129763	0.0716776	
3.22988	0.182312	0.309021	289.147	63.4795	0.00123462	0.0012504	0.0371203	
3.23487	-1.41193	-1.30487	289.063	63.5773	0.00115698	0.00118642	0.07011	
3.23986	-0.50647	-0.424683	289.012	63.6751	0.00123465	0.00121045	0.0400181	
3.24485	1.08575	1.18958	288.945	63.7729	0.00113769	0.00119353	0.0681744	
3.24984	0.180725	0.300842	288.863	63.8707	0.00125042	0.00126948	0.0430824	
3.25484	-1.41608	-1.31769	288.792	63.9685	0.00109734	0.00113166	0.0659826	
3.25983	-0.509705	-0.430176	288.728	64.0663	0.00120615	0.00124635	0.0462397	
3.26482	1.07806	1.18402	288.637	64.1641	0.0010563	0.00108079	0.0635341	
3.26981	0.166931	0.298218	288.533	64.2619	0.0012383	0.00127508	0.0494017	
3.2748	-1.42957	-1.32043	288.476	64.3598	0.000994807	0.000979428	0.0608741	
3.2798	-0.533264	-0.451416	288.446	64.4576	0.00125858	0.00127831	0.0525184	
3.28479	1.06604	1.16217	288.385	64.5554	0.00102095	0.00100608	0.0580221	
3.28978	0.170105	0.292175	288.301	64.6532	0.00125995	0.00127857	0.0554498	
3.29477	-1.42493	-1.32269	288.251	64.751	0.000908104	0.000900519	0.0548787	
3.29976	-0.518433	-0.438599	288.216	64.8488	0.00126669	0.00122495	0.0582984	
3.30476	1.08435	1.19092	288.159	64.9466	0.000935128	0.000969685	0.0517079	
3.30975	0.18512	0.311951	288.084	65.0444	0.00122897	0.00125727	0.0608936	
3.31474	-1.41364	-1.31665	288.037	65.1422	0.000934024	0.000963277	0.0483953	
3.31973	-0.51593	-0.444885	288.014	65.2401	0.00124768	0.0012767	0.0633256	
3.32473	1.07672	1.17395	287.954	65.3379	0.000802368	0.000932159	0.0452037	
3.32972	0.169006	0.300415	287.868	65.4357	0.00118064	0.00121465	0.065407	
3.33471	-1.43146	-1.32428	287.819	65.5335	0.000985435	0.000951429	0.0418997	
3.3397	-0.528198	-0.452332	287.787	65.6313	0.00118536	0.00120514	0.06725	
3.34469	1.07996	1.17926	287.716	65.7291	0.000913229	0.00101861	0.0386518	
3.34969	0.188782	0.310669	287.623	65.8269	0.00120045	0.00125796	0.0688099	
3.35468	-1.40912	-1.31805	287.563	65.9247	0.000883849	0.000916395	0.0357461	
3.35967	-0.515564	-0.44342	287.523	66.0226	0.00115952	0.00118357	0.0701009	
3.36466	1.08295	1.185	287.459	66.1204	0.000935525	0.000890385	0.033228	
3.36965	0.198181	0.315002	287.386	66.2182	0.0011277	0.0011823	0.071023	
3.37465	-1.40448	-1.30389	287.347	66.316	0.000860635	0.000887564	0.0311292	
3.37964	-0.514893	-0.434021	287.334	66.4138	0.00112323	0.00115326	0.0717099	
3.38463	1.09253	1.19196	287.297	66.5116	0.000923574	0.000878227	0.0296325	
3.38962	0.197876	0.320129	287.23	66.6094	0.00114111	0.00113198	0.0720196	
3.39461	-1.40991	-1.30707	287.181	66.7072	0.000929623	0.000897977	0.0289254	
3.39961	-0.515991	-0.432556	287.151	66.805	0.00107707	0.00109208	0.0720022	
3.4046	1.09113	1.19324	287.095	66.9029	0.00085125	0.000932713	0.0290384	
3.40959	0.204651	0.32605	287.035	67.0007	0.00105084	0.00106974	0.0716325	
3.41458	-1.39587	-1.30042	287.011	67.0985	0.000951457	0.000911718	0.0298748	
3.41957	-0.508667	-0.432068	286.988	67.1963	0.00100075	0.00103197	0.0709582	
3.42457	1.09479	1.19592	286.934	67.2941	0.000878537	0.000943611	0.031461	
3.42956	0.205017	0.328003	286.877	67.3919	0.000983109	0.00101533	0.0699914	
3.43455	-1.4079	-1.3017	286.85	67.4897	0.000977407	0.000981101	0.0335484	
3.43954	-0.51825	-0.43689	286.815	67.5875	0.000971916	0.000978864	0.0687115	
3.44454	1.0907	1.1861	286.744	67.6853	0.00092683	0.000986233	0.0360188	
3.44953	0.199585	0.314758	286.653	67.7832	0.000942657	0.000969276	0.0671028	
3.45452	-1.40857	-1.31299	286.578	67.881	0.000920215	0.000926168	0.0389726	
3.45951	-0.528687	-0.44751	286.52	67.9788	0.000922538	0.000926999	0.0652318	
3.4645	1.08032	1.18127	286.447	68.0766	0.000976739	0.00101279	0.0420061	
3.4695	0.199585	0.317078	286.359	68.1744	0.000905282	0.0009063	0.0630699	
3.47449	-1.40405	-1.30273	286.292	68.2722	0.000948011	0.000955049	0.0450422	
3.47948	-0.511292	-0.433777	286.243	68.37	0.000905989	0.000836745	0.0607502	
3.48447	1.10083	1.20203	286.171	68.4678	0.00100335	0.00103142	0.0480233	
3.48946	0.218994	0.346863	286.087	68.5656	0.000805445	0.00082375	0.0581423	
3.49446	-1.38977	-1.28619	286.045	68.6635	0.00100453	0.00103008	0.0510377	
3.49945	-0.506714	-0.422363	286.013	68.7613	0.000818937	0.000810779	0.0553168	
3.50444	1.10016	1.20374	285.939	68.8591	0.00100816	0.00104024	0.0538593	
3.50943	0.215515	0.332092	285.853	68.9569	0.000794789	0.000823484	0.0523924	
3.51442	-1.39502	-1.29596	285.802	69.0547	0.000930932	0.00104404	0.0565501	
3.51942	-0.510071	-0.426025	285.776	69.1525	0.00077671	0.000817565	0.0493001	
3.52441	1.10443	1.20227	285.712	69.2503	0.0010104	0.00105716	0.0590686	
3.5294	0.224915	0.340149	285.624	69.3481	0.000728359	0.00076571	0.046142	
3.53439	-1.38513	-1.28595	285.574	69.4459	0.000995099	0.00102332	0.0613419	
3.53938	-0.500916	-0.424866	285.536	69.5438	0.000737807	0.00077747	0.0429511	
3.54438	1.11206	1.21252	285.47	69.6416	0.000994289	0.000985689	0.0633959	
3.54937	0.237305	0.358582	285.391	69.7394	0.000756754	0.000758118	0.0398459	
3.55436	-1.37164	-1.2735	285.346	69.8372	0.000975783	0.00102482	0.0652056	
3.55935	-0.499146	-0.421997	285.318	69.935	0.000755519	0.000731803	0.0368708	
3.56435	1.10126	1.19836	285.266	70.0328	0.000934077	0.00098162	0.0666133	
3.56934	0.208252	0.328186	285.195	70.1306	0.000719164	0.000736126	0.034081	
3.57433	-1.40826	-1.31323	285.133	70.2284	0.000973068	0.000994454	0.0678088	
3.57932	-0.526611	-0.453064	285.1	70.3262	0.000748501	0.000767563	0.0316698	
3.58431	1.09344	1.19037	285.042	70.4241	0.000951254	0.00093735	0.0687143	
3.58931	0.219605	0.341797	284.949	70.5219	0.000739176	0.000758828	0.0297722	
3.5943	-1.39398	-1.29279	284.887	70.6197	0.000886642	0.000884315	0.0693012	
3.59929	-0.513367	-0.43457	284.842	70.7175	0.000760008	0.000736753	0.0284446	
3.60428	1.09924	1.20349	284.773	70.8153	0.000879696	0.000917747	0.0695388	
3.60927	0.218506	0.347595	284.696	70.9131	0.000768525	0.000764211	0.0278842	
3.61427	-1.40271	-1.29419	284.661	71.0109	0.000853795	0.000911713	0.0694891	
3.61926	-0.528137	-0.444031	284.635	71.1087	0.00077147	0.000790833	0.0280838	
3.62425	1.08936	1.19324	284.575	71.2065	0.000836172	0.000839217	0.0691568	
3.62924	0.215393	0.335022	284.502	71.3044	0.000788275	0.000777268	0.0290859	
3.63423	-1.40155	-1.30182	284.448	71.4022	0.000807118	0.000817587	0.0684945	
3.63923	-0.522217	-0.443726	284.416	71.5	0.00077459	0.000781028	0.0307018	
3.64422	1.10181	1.20331	284.355	71.5978	0.000792151	0.000859585	0.0674921	
3.64921	0.225037	0.352661	284.271	71.6956	0.000758091	0.000779595	0.0328549	
3.6542	-1.38525	-1.28662	284.223	71.7934	0.000797603	0.000834359	0.0661657	
3.65919	-0.508667	-0.431213	284.2	71.8912	0.000805355	0.000816102	0.0353656	
3.66419	1.10327	1.20801	284.155	71.989	0.000852943	0.000822504	0.0646109	
3.66918	0.227417	0.354492	284.097	72.0868	0.000822277	0.000829302	0.0381456	
3.67417	-1.39008	-1.29041	284.07	72.1847	0.000758388	0.000743996	0.0628132	
3.67916	-0.512634	-0.435974	284.045	72.2825	0.000811778	0.000824461	0.0410752	
3.68415	1.10968	1.20599	283.985	72.3803	0.000770706	0.000786302	0.0606992	
3.68915	0.230469	0.353455	283.908	72.4781	0.000856266	0.000843665	0.0440164	
3.69414	-1.39282	-1.28162	283.858	72.5759	0.000783082	0.000748226	0.0583666	
3.69913	-0.514282	-0.432129	283.832	72.6737	0.00086319	0.000862786	0.0469817	
3.70412	1.1051	1.20502	283.766	72.7715	0.000703292	0.000739423	0.055821	
3.70912	0.224365	0.352112	283.681	72.8693	0.000843578	0.000864675	0.0498703	
3.71411	-1.39124	-1.28546	283.625	72.9671	0.000717581	0.000717094	0.0530828	
3.7191	-0.511963	-0.429871	283.586	73.065	0.000837624	0.00086232	0.052624	
3.72409	1.09906	1.19952	283.518	73.1628	0.000648621	0.000705556	0.0502421	
3.72908	0.220276	0.3396	283.425	73.2606	0.000849837	0.000869448	0.0552057	
3.73408	-1.39935	-1.29437	283.367	73.3584	0.000688564	0.000694278	0.0472471	
3.73907	-0.529541	-0.449829	283.315	73.4562	0.000840767	0.000878729	0.0576056	
3.74406	1.0863	1.18512	283.227	73.554	0.000657903	0.000636451	0.0442202	
3.74905	0.218079	0.340332	283.115	73.6518	0.000812287	0.000865435	0.0598104	
3.75404	-1.39777	-1.29736	283.029	73.7496	0.000703932	0.000668352	0.0411728	
3.75904	-0.534729	-0.448669	282.964	73.8474	0.00083987	0.000845476	0.0617163	
3.76403	1.07611	1.18463	282.858	73.9453	0.000659946	0.000709465	0.0381639	
3.76902	0.201843	0.330994	282.737	74.0431	0.000822812	0.000846487	0.063413	
3.77401	-1.41266	-1.30237	282.66	74.1409	0.000632497	0.000704211	0.0352932	
3.779	-0.540466	-0.450867	282.6	74.2387	0.000807203	0.000841515	0.0648213	
3.784	1.07959	1.18542	282.517	74.3365	0.000664753	0.000707511	0.0326046	
3.78899	0.219238	0.342773	282.408	74.4343	0.000810792	0.0008495	0.0659413	
3.79398	-1.40057	-1.29559	282.319	74.5321	0.000661501	0.000639023	0.0304442	
3.79897	-0.529541	-0.454041	282.264	74.6299	0.000801849	0.00083922	0.0667722	
3.80396	1.08685	1.18134	282.198	74.7277	0.000708374	0.00065118	0.0285762	
3.80896	0.20636	0.339111	282.127	74.8256	0.000791459	0.000815111	0.0673204	
3.81395	-1.4079	-1.29376	282.091	74.9234	0.000664669	0.000629178	0.0274621	
3.81894	-0.53717	-0.451965	282.076	75.0212	0.000774055	0.000833143	0.0675419	
3.82393	1.08545	1.18762	282.02	75.119	0.000682311	0.000642112	0.0270275	
3.82893	0.230347	0.354919	281.934	75.2168	0.000752399	0.000782194	0.0674001	
3.83392	-1.37775	-1.28027	281.882	75.3146	0.000667819	0.000732503	0.0274096	
3.83891	-0.515137	-0.437073	281.855	75.4124	0.000733278	0.000768812	0.0670364	
3.8439	1.09937	1.2041	281.811	75.5102	0.00070232	0.00066909	0.028428	
3.84889	0.23346	0.35907	281.757	75.608	0.000772054	0.000798304	0.0663571	
3.85389	-1.39563	-1.29089	281.722	75.7059	0.000657683	0.000651867	0.030096	
3.85888	-0.53894	-0.452942	281.705	75.8037	0.000728887	0.000742312	0.0653329	
3.86387	1.07703	1.18048	281.652	75.9015	0.000680077	0.000719597	0.0323173	
3.86886	0.216736	0.329956	281.569	75.9993	0.000678683	0.00075699	0.064067	
3.87385	-1.40332	-1.30676	281.501	76.0971	0.000729933	0.000718586	0.0348029	
3.87885	-0.547791	-0.466431	281.427	76.1949	0.00068402	0.000716664	0.062518	
3.88384	1.06702	1.16815	281.331	76.2927	0.000700751	0.000715744	0.0375725	
3.88883	0.203186	0.323975	281.25	76.3905	0.000678067	0.000710428	0.0607026	
3.89382	-1.41418	-1.31262	281.203	76.4883	0.000728791	0.000749709	0.0404343	
3.89881	-0.549927	-0.470276	281.173	76.5862	0.000651568	0.000679951	0.0586528	
3.90381	1.06915	1.16693	281.112	76.684	0.000716473	0.000757906	0.0432751	
3.9088	0.213806	0.325806	281.016	76.7818	0.000644613	0.000667728	0.0563645	
3.91379	-1.40826	-1.31732	280.933	76.8796	0.000716095	0.000743542	0.0461979	
3.91878	-0.555359	-0.480957	280.863	76.9774	0.000607224	0.000642861	0.0538677	
3.92377	1.07074	1.16388	280.778	77.0752	0.000783128	0.000802492	0.0490085	
3.92877	0.217896	0.330261	280.686	77.173	0.000603334	0.000635936	0.0512295	
3.93376	-1.40179	-1.31549	280.633	77.2708	0.000754672	0.000729566	0.0516572	
3.93875	-0.550781	-0.479736	280.598	77.3686	0.000626307	0.000607482	0.0484141	
3.94374	1.06445	1.16699	280.532	77.4665	0.000763968	0.000752638	0.0541386	
3.94874	0.209778	0.333923	280.457	77.5643	0.000611326	0.000611833	0.0455033	
3.95373	-1.40991	-1.30963	280.406	77.6621	0.000718131	0.000748422	0.0564505	
3.95872	-0.554871	-0.47522	280.366	77.7599	0.000575463	0.000601574	0.0425414	
3.96371	1.07105	1.1709	280.301	77.8577	0.000753205	0.000734386	0.0585635	
3.9687	0.217041	0.340698	280.218	77.9555	0.000607533	0.000608345	0.0395871	
3.9737	-1.41034	-1.3092	280.158	78.0533	0.00071544	0.000759933	0.0604054	
3.97869	-0.564331	-0.487976	280.109	78.1511	0.000594523	0.000590895	0.0366712	
3.98368	1.05127	1.15393	280.033	78.2489	0.000702319	0.000721917	0.062039	
3.98867	0.200134	0.327087	279.961	78.3468	0.00058283	0.000588026	0.0339135	
3.99366	-1.41962	-1.31177	279.92	78.4446	0.000717246	0.000783774	0.0633599	
3.99866	-0.564758	-0.481628	279.874	78.5424	0.000571807	0.000585578	0.0314059	
4.00365	1.06482	1.16388	279.804	78.6402	0.000725633	0.000759329	0.0644638	
4.00864	0.218628	0.331177	279.732	78.738	0.00057871	0.000592391	0.0292972	
4.01363	-1.40961	-1.31506	279.676	78.8358	0.000700302	0.000719236	0.0652101	
4.01862	-0.566528	-0.477539	279.627	78.9336	0.000596305	0.000608437	0.0276772	
4.02362	1.05707	1.16388	279.558	79.0314	0.000698497	0.00074592	0.065718	
4.02861	0.205627	0.323608	279.477	79.1292	0.000596453	0.000602265	0.0266683	
4.0336	-1.42065	-1.32336	279.426	79.2271	0.000720173	0.000697004	0.0658841	
4.03859	-0.567261	-0.494507	279.391	79.3249	0.000605959	0.00060155	0.0263973	
4.04358	1.05573	1.15125	279.321	79.4227	0.000685982	0.000722141	0.0657432	
4.04858	0.206177	0.329834	279.244	79.5205	0.000618497	0.000618507	0.0268573	
4.05357	-1.41254	-1.31445	279.201	79.6183	0.000675957	0.000677832	0.0653378	
4.05856	-0.562256	-0.485107	279.177	79.7161	0.000626861	0.000640812	0.0280275	
4.06355	1.06415	1.16345	279.135	79.8139	0.000677602	0.00064751	0.0646336	
4.06855	0.221802	0.335327	279.079	79.9117	0.000632645	0.000625977	0.0297471	
4.07354	-1.40485	-1.31097	279.049	80.0095	0.000673838	0.000683728	0.0636139	
4.07853	-0.563599	-0.484985	279.026	80.1074	0.000619364	0.000634519	0.0319327	
4.08352	1.06097	1.16437	278.977	80.2052	0.000653655	0.000622471	0.0623006	
4.08851	0.213928	0.335632	278.906	80.303	0.000626988	0.000643683	0.0344535	
4.09351	-1.41589	-1.3183	278.853	80.4008	0.000629305	0.000662671	0.0607965	
4.0985	-0.570679	-0.490845	278.826	80.4986	0.000639379	0.000636043	0.0371513	
4.10349	1.05914	1.16235	278.77	80.5964	0.000623757	0.000659715	0.059018	
4.10848	0.221741	0.34729	278.696	80.6942	0.000634299	0.000653582	0.0399664	
4.11347	-1.40399	-1.29614	278.658	80.792	0.000624774	0.000640611	0.0569704	
4.11847	-0.564392	-0.482666	278.634	80.8899	0.000672783	0.000684444	0.0428073	
4.12346	1.06165	1.15924	278.585	80.9877	0.000628521	0.000567117	0.0546818	
4.12845	0.212341	0.332336	278.533	81.0855	0.000670965	0.000680364	0.0456236	
4.13344	-1.41998	-1.32574	278.499	81.1833	0.000562753	0.00060149	0.0522775	
4.13843	-0.581299	-0.507874	278.472	81.2811	0.000660043	0.000674001	0.0483309	
4.14343	1.0423	1.14648	278.422	81.3789	0.000528566	0.000545954	0.0496579	
4.14842	0.211182	0.327698	278.352	81.4767	0.000673025	0.000687374	0.0509425	
4.15341	-1.41632	-1.32245	278.305	81.5745	0.000553701	0.000553801	0.0469074	
4.1584	-0.583496	-0.506165	278.278	81.6723	0.000672917	0.000697179	0.0533754	
4.16339	1.04486	1.13812	278.227	81.7702	0.000552635	0.000547143	0.0440653	
4.16839	0.198547	0.324646	278.164	81.868	0.000688541	0.000699124	0.0556177	
4.17338	-1.43561	-1.3302	278.126	81.9658	0.000522921	0.000550355	0.0411497	
4.17837	-0.593811	-0.515747	278.103	82.0636	0.000675344	0.000690317	0.0576724	
4.18336	1.04529	1.14758	278.057	82.1614	0.000549151	0.000580064	0.0382932	
4.18836	0.205994	0.330689	277.994	82.2592	0.000669861	0.000694811	0.0594406	
4.19335	-1.42883	-1.32489	277.966	82.357	0.000579971	0.000549793	0.0354023	
4.19834	-0.591248	-0.507813	277.94	82.4548	0.000659958	0.000686969	0.0609923	
4.20333	1.03662	1.13916	277.884	82.5526	0.000542458	0.000570968	0.032779	
4.20832	0.202759	0.322205	277.818	82.6505	0.0006733	0.000666009	0.0622832	
4.21332	-1.42255	-1.32764	277.776	82.7483	0.000555877	0.000542351	0.0303923	
4.21831	-0.58728	-0.508972	277.757	82.8461	0.000691738	0.00070911	0.063292	
4.2233	1.04297	1.14441	277.69	82.9439	0.000542214	0.000536526	0.0284114	
4.22829	0.205322	0.32428	277.601	83.0417	0.000665855	0.000668491	0.0640004	
4.23328	-1.43225	-1.33368	277.544	83.1395	0.000540334	0.000538068	0.0269217	
4.23828	-0.596436	-0.516602	277.499	83.2373	0.000646922	0.000704748	0.0644339	
4.24327	1.03595	1.1413	277.429	83.3351	0.000532384	0.000539515	0.0260384	
4.24826	0.197022	0.323792	277.352	83.4329	0.000634899	0.000654507	0.064568	
4.25325	-1.4353	-1.33234	277.297	83.5308	0.000543228	0.000531826	0.0259378	
4.25824	-0.593811	-0.513367	277.269	83.6286	0.00061425	0.000646721	0.0644168	
4.26324	1.04511	1.1474	277.219	83.7264	0.000566977	0.0005815	0.0264919	
4.26823	0.213501	0.330994	277.142	83.8242	0.000638159	0.0006334	0.0639829	
4.27322	-1.42682	-1.33136	277.095	83.922	0.000539685	0.000584381	0.0277448	
4.27821	-0.598389	-0.515015	277.073	84.0198	0.000633589	0.000668732	0.063263	
4.2832	1.04321	1.14532	277.02	84.1176	0.000554075	0.000575526	0.0295541	
4.2882	0.215149	0.328064	276.926	84.2154	0.000598705	0.000654765	0.0622451	
4.29319	-1.42395	-1.33777	276.848	84.3132	0.000576773	0.000598972	0.0317412	
4.29818	-0.597046	-0.523499	276.791	84.4111	0.000611429	0.000632278	0.060954	
4.30317	1.04053	1.14056	276.723	84.5089	0.000550217	0.000563278	0.0342312	
4.30816	0.212097	0.331665	276.655	84.6067	0.000585297	0.000608255	0.0594115	
4.31316	-1.42328	-1.31714	276.621	84.7045	0.000589494	0.000584617	0.0369417	
4.31815	-0.58606	-0.499939	276.605	84.8023	0.000582882	0.000613081	0.0576164	
4.32314	1.06085	1.15735	276.56	84.9001	0.000616974	0.000589215	0.039711	
4.32813	0.2323	0.354309	276.504	84.9979	0.000572064	0.000584993	0.0555834	
4.33313	-1.40332	-1.302	276.487	85.0957	0.0005891	0.000625713	0.0424967	
4.33812	-0.572449	-0.49707	276.483	85.1935	0.000578632	0.000587974	0.0533626	
4.34311	1.06512	1.16345	276.452	85.2914	0.000571371	0.000616822	0.0452671	
4.3481	0.236572	0.355469	276.401	85.3892	0.000548182	0.000575465	0.0509457	
4.35309	-1.39893	-1.30072	276.367	85.487	0.000610527	0.000625121	0.0479261	
4.35809	-0.567139	-0.489929	276.351	85.5848	0.000556581	0.000545388	0.0483459	
4.36308	1.07507	1.17224	276.31	85.6826	0.000610166	0.000625751	0.0504606	
4.36807	0.249329	0.37207	276.25	85.7804	0.000543872	0.000547136	0.0456358	
4.37306	-1.38672	-1.28528	276.219	85.8782	0.000607776	0.000627195	0.0528403	
4.37805	-0.554565	-0.488281	276.206	85.976	0.000529786	0.000537565	0.0428243	
4.38305	1.08661	1.17578	276.165	86.0738	0.000616762	0.000639776	0.0550306	
4.38804	0.262756	0.380005	276.112	86.1717	0.000523993	0.000538736	0.0399899	
4.39303	-1.37952	-1.28278	276.08	86.2695	0.00062462	0.000634321	0.0570205	
4.39802	-0.560547	-0.487915	276.051	86.3673	0.00052925	0.000541057	0.037155	
4.40301	1.07227	1.16956	275.99	86.4651	0.000593901	0.000625198	0.058738	
4.40801	0.244507	0.370178	275.902	86.5629	0.000527431	0.000541307	0.0344226	
4.413	-1.40576	-1.29932	275.839	86.6607	0.000610692	0.000627178	0.0602445	
4.41799	-0.5849	-0.506348	275.807	86.7585	0.000535483	0.000528464	0.0318622	
4.42298	1.05939	1.15662	275.759	86.8563	0.000599348	0.000612047	0.0614526	
4.42797	0.231873	0.359436	275.694	86.9541	0.000524672	0.000534278	0.0295524	
4.43297	-1.41193	-1.31055	275.65	87.052	0.000593928	0.000612553	0.0623979	
4.43796	-0.600952	-0.525635	275.627	87.1498	0.000514242	0.000523424	0.02766	
4.44295	1.03314	1.12598	275.572	87.2476	0.00059825	0.000622173	0.0631038	
4.44794	0.208435	0.328003	275.502	87.3454	0.000521308	0.000523917	0.0263108	
4.45294	-1.43671	-1.33185	275.466	87.4432	0.000598849	0.000626449	0.0634777	
4.45793	-0.616211	-0.539856	275.43	87.541	0.000526072	0.000530772	0.0255836	
4.46292	1.03284	1.13306	275.355	87.6388	0.000590859	0.000627566	0.0635913	
4.46791	0.220337	0.343384	275.258	87.7366	0.000525707	0.000528104	0.0255657	
4.4729	-1.4209	-1.32495	275.199	87.8344	0.000583058	0.000608855	0.063415	
4.4779	-0.610107	-0.534668	275.16	87.9323	0.000534367	0.000540438	0.0262482	
4.48289	1.02417	1.12402	275.096	88.0301	0.00059005	0.000603841	0.0629381	
4.48788	0.205627	0.327942	275.015	88.1279	0.000534095	0.000528175	0.0275905	
4.49287	-1.44391	-1.349	274.947	88.2257	0.000583391	0.000621697	0.0621755	
4.49786	-0.639954	-0.562744	274.895	88.3235	0.000534965	0.000543329	0.0294255	
4.50286	0.994995	1.10107	274.818	88.4213	0.000568067	0.000618665	0.0611536	
4.50785	0.188904	0.309814	274.717	88.5191	0.000537818	0.000539028	0.0316866	
4.51284	-1.44849	-1.34869	274.639	88.6169	0.00054865	0.000578144	0.059873	
4.51783	-0.636597	-0.553833	274.6	88.7147	0.000541891	0.000560298	0.0341847	
4.52282	1.01276	1.11102	274.55	88.8126	0.000565876	0.000583345	0.058314	
4.52782	0.206238	0.320068	274.48	88.9104	0.000548663	0.000560267	0.03688	
4.53281	-1.43787	-1.34308	274.433	89.0082	0.000547419	0.000583393	0.0565189	
4.5378	-0.621094	-0.543152	274.398	89.106	0.00055603	0.000554972	0.0396214	
4.54279	1.02405	1.12567	274.344	89.2038	0.000556298	0.000553469	0.0544769	
4.54778	0.206787	0.32721	274.273	89.3016	0.000550609	0.000583456	0.0423904	
4.55278	-1.44238	-1.3432	274.218	89.3994	0.000524596	0.000544871	0.0522504	
4.55777	-0.632507	-0.554443	274.174	89.4972	0.000569758	0.000587688	0.0451032	
4.56276	1.02191	1.11658	274.111	89.595	0.000527712	0.000546469	0.0498422	
4.56775	0.217346	0.332459	274.027	89.6929	0.00057331	0.000584406	0.0477397	
4.57275	-1.42981	-1.33014	273.958	89.7907	0.00051684	0.000543533	0.0472918	
4.57774	-0.61969	-0.541077	273.906	89.8885	0.000577575	0.000584926	0.0502197	
4.58273	1.0296	1.13312	273.834	89.9863	0.000501372	0.000540089	0.0446089	
4.58772	0.22113	0.349365	273.749	90.0841	0.000582249	0.000603893	0.0525555	
4.59271	-1.42743	-1.32562	273.693	90.1819	0.000517374	0.000514518	0.0418471	
4.59771	-0.618652	-0.539917	273.659	90.2797	0.000578332	0.000607618	0.0546863	
4.6027	1.03247	1.12781	273.598	90.3775	0.00051577	0.000533738	0.039033	
4.60769	0.224793	0.346375	273.528	90.4753	0.000573245	0.000598132	0.0566055	
4.61268	-1.42761	-1.32129	273.494	90.5732	0.000502936	0.00051846	0.0362725	
4.61767	-0.618774	-0.541382	273.463	90.671	0.000583334	0.000602947	0.0582819	
4.62267	1.02863	1.12653	273.387	90.7688	0.000499546	0.000515468	0.0335717	
4.62766	0.224426	0.345703	273.292	90.8666	0.000575919	0.000600862	0.0597472	
4.63265	-1.42285	-1.3222	273.244	90.9644	0.000506954	0.000517458	0.0310788	
4.63764	-0.619568	-0.53772	273.212	91.0622	0.000576649	0.000608161	0.0609288	
4.64263	1.03546	1.13489	273.15	91.16	0.000497831	0.000507619	0.0288845	
4.64763	0.23761	0.353394	273.092	91.2578	0.000572952	0.000601053	0.0618492	
4.65262	-1.41144	-1.31366	273.072	91.3556	0.000508899	0.000522431	0.0270957	
4.65761	-0.615723	-0.531616	273.051	91.4535	0.000571206	0.000592588	0.0624711	
4.6626	1.0321	1.13702	272.984	91.5513	0.000503684	0.000506954	0.025847	
4.66759	0.234985	0.354492	272.916	91.6491	0.000584975	0.000597031	0.0628379	
4.67259	-1.41779	-1.31677	272.87	91.7469	0.000508319	0.000526139	0.0252355	
