Scan started at 10:05:42 07/10/2014
Input1Time (s)	x (nT)	y (nT)	z (nT)	Input1Frequency (Hz)	x (nT)	y (nT)	z (nT)	Input2Time (s)	x (nT)	y (nT)	z (nT)	Input2Frequency (Hz)	x (nT)	y (nT)	z (nT)
0.793741	-365.614	558.395	-23.4818	15.7476	0.526827	0.847372	0.0160398	0.793741	0.186523	0.241211	305.758	15.7476	0.00247192	0.00243581	0.255526	
0.798733	-365.774	558.49	-23.2825	15.8454	0.399683	0.595336	0.0157603	0.798733	3.03888	3.14825	305.735	15.8454	0.0024547	0.0023997	0.122645	
0.803725	-365.497	558.285	-23.5353	15.9432	0.527712	0.848488	0.0145748	0.803725	-0.520508	-0.385437	305.693	15.9432	0.00235622	0.00234851	0.257712	
0.808717	-365.334	558.192	-23.7236	16.041	0.385449	0.572845	0.0170049	0.808717	-3.39734	-3.32312	305.709	16.041	0.00238622	0.0022622	0.110972	
0.813709	-365.617	558.399	-23.4615	16.1388	0.525815	0.847422	0.0143368	0.813709	0.119385	0.169922	305.758	16.1388	0.00257245	0.00259289	0.2592	
0.818701	-365.77	558.506	-23.2719	16.2367	0.376783	0.554766	0.0158969	0.818701	3.01801	3.13251	305.752	16.2367	0.00228923	0.00227143	0.10166	
0.823693	-365.484	558.297	-23.5394	16.3345	0.523007	0.843978	0.0143475	0.823693	-0.476196	-0.338379	305.705	16.3345	0.00238982	0.00230912	0.258534	
0.828685	-365.331	558.183	-23.7346	16.4323	0.367919	0.54038	0.015849	0.828685	-3.40851	-3.33429	305.72	16.4323	0.00240402	0.00234703	0.0934388	
0.833677	-365.616	558.382	-23.4736	16.5301	0.518791	0.837997	0.0145012	0.833677	0.0615234	0.100281	305.762	16.5301	0.00263627	0.00261997	0.257431	
0.838669	-365.774	558.494	-23.2755	16.6279	0.362238	0.529931	0.0155684	0.838669	3.01361	3.1167	305.737	16.6279	0.00237354	0.00235142	0.0891571	
0.843661	-365.491	558.295	-23.5279	16.7257	0.51311	0.829266	0.0136651	0.843661	-0.435425	-0.291138	305.689	16.7257	0.0025343	0.0025733	0.254695	
0.848654	-365.34	558.194	-23.7261	16.8235	0.359002	0.525603	0.0158222	0.848654	-3.41821	-3.33771	305.706	16.8235	0.00239485	0.00237065	0.089553	
0.853646	-365.62	558.405	-23.4728	16.9213	0.506272	0.817859	0.0141755	0.853646	-0.00323486	0.0371094	305.748	16.9213	0.00258063	0.00252835	0.251147	
0.858638	-365.761	558.512	-23.2767	17.0191	0.35691	0.524316	0.015024	0.858638	3.01361	3.11078	305.737	17.0191	0.00219941	0.00231749	0.0919152	
0.86363	-365.48	558.3	-23.5334	17.117	0.498731	0.804526	0.0140762	0.86363	-0.37323	-0.237366	305.694	17.117	0.00262643	0.00267018	0.246521	
0.868622	-365.333	558.182	-23.73	17.2148	0.357181	0.526753	0.0147969	0.868622	-3.41296	-3.33112	305.705	17.2148	0.00247768	0.00251982	0.0977142	
0.873614	-365.623	558.385	-23.4797	17.3126	0.489197	0.78934	0.0135691	0.873614	-0.0563355	-0.0111084	305.752	17.3126	0.0026851	0.0026812	0.240035	
0.878606	-365.779	558.506	-23.2776	17.4104	0.358773	0.532183	0.0153082	0.878606	2.99957	3.10248	305.734	17.4104	0.00234788	0.0023275	0.105737	
0.883598	-365.492	558.306	-23.5215	17.5082	0.479447	0.77139	0.0135567	0.883598	-0.326355	-0.184082	305.693	17.5082	0.00269132	0.00254805	0.233961	
0.88859	-365.339	558.19	-23.7206	17.606	0.361857	0.541904	0.014484	0.88859	-3.40625	-3.3269	305.715	17.606	0.00253514	0.00260574	0.114312	
0.893582	-365.618	558.396	-23.4773	17.7038	0.468557	0.751572	0.013252	0.893582	-0.107422	-0.0690918	305.761	17.7038	0.00263343	0.00260286	0.225666	
0.898574	-365.769	558.517	-23.2871	17.8016	0.365857	0.552711	0.0150611	0.898574	3.00464	3.1048	305.747	17.8016	0.00211322	0.0022615	0.124621	
0.903566	-365.483	558.305	-23.5376	17.8994	0.45658	0.730482	0.013411	0.903566	-0.261414	-0.125183	305.697	17.8994	0.00262347	0.00255484	0.21781	
0.908559	-365.335	558.175	-23.7357	17.9973	0.371197	0.565474	0.0140141	0.908559	-3.40009	-3.32263	305.698	17.9973	0.00236353	0.0023396	0.133632	
0.913551	-365.621	558.387	-23.4842	18.0951	0.444488	0.707372	0.0137914	0.913551	-0.1604	-0.112976	305.751	18.0951	0.00266981	0.00269219	0.208171	
0.918543	-365.77	558.513	-23.2789	18.1929	0.377406	0.578913	0.0136741	0.918543	3.00647	3.11231	305.747	18.1929	0.00237132	0.00238067	0.143157	
0.923535	-365.485	558.305	-23.5223	18.2907	0.430416	0.684304	0.0134433	0.923535	-0.191772	-0.050354	305.703	18.2907	0.0027376	0.00267977	0.197965	
0.928527	-365.334	558.18	-23.7222	18.3885	0.383482	0.592564	0.0139034	0.928527	-3.3764	-3.28564	305.713	18.3885	0.00230198	0.00232671	0.153314	
0.933519	-365.62	558.389	-23.4829	18.4863	0.4177	0.659066	0.0131164	0.933519	-0.208069	-0.150879	305.761	18.4863	0.00262671	0.0026282	0.187377	
0.938511	-365.77	558.519	-23.2835	18.5841	0.389832	0.606955	0.0134549	0.938511	3.00867	3.11633	305.749	18.5841	0.00243818	0.00236013	0.162123	
0.943503	-365.485	558.311	-23.5218	18.6819	0.402897	0.634011	0.01348	0.943503	-0.126404	0.0112305	305.699	18.6819	0.0027599	0.00272485	0.176169	
0.948495	-365.327	558.172	-23.723	18.7797	0.395783	0.620213	0.0128521	0.948495	-3.36102	-3.28406	305.711	18.7797	0.00241742	0.00249229	0.170737	
0.953487	-365.616	558.377	-23.4899	18.8776	0.389329	0.608086	0.0133744	0.953487	-0.253113	-0.213379	305.749	18.8776	0.00260912	0.00262041	0.164782	
0.958479	-365.782	558.517	-23.2898	18.9754	0.401629	0.63312	0.0131689	0.958479	3.00159	3.1012	305.742	18.9754	0.00245727	0.00241176	0.178232	
0.963471	-365.496	558.317	-23.5195	19.0732	0.375649	0.582334	0.0132058	0.963471	-0.0750733	0.0645752	305.701	19.0732	0.00279547	0.00275964	0.152763	
0.968463	-365.335	558.186	-23.7235	19.171	0.406453	0.644547	0.0126418	0.968463	-3.3523	-3.2724	305.709	19.171	0.00251894	0.00248233	0.185372	
0.973456	-365.615	558.385	-23.4988	19.2688	0.36209	0.557564	0.0131895	0.973456	-0.311768	-0.27002	305.75	19.2688	0.00259717	0.00255556	0.14112	
0.978448	-365.766	558.517	-23.2942	19.3666	0.411137	0.654471	0.0130178	0.978448	2.99292	3.09625	305.73	19.3666	0.00252889	0.00246799	0.19125	
0.98344	-365.488	558.317	-23.5179	19.4644	0.349252	0.533082	0.0129458	0.98344	-0.0143433	0.122009	305.684	19.4644	0.00259179	0.00265036	0.129186	
0.988432	-365.335	558.177	-23.7244	19.5622	0.415191	0.663358	0.0121393	0.988432	-3.34467	-3.26776	305.703	19.5622	0.00249951	0.00257778	0.196257	
0.993424	-365.608	558.379	-23.5015	19.66	0.335974	0.510713	0.0133786	0.993424	-0.360657	-0.324646	305.751	19.66	0.00257909	0.00254174	0.117633	
0.998416	-365.767	558.516	-23.2916	19.7579	0.418161	0.66928	0.0121674	0.998416	2.9892	3.08942	305.736	19.7579	0.002756	0.00278462	0.200209	
1.00341	-365.489	558.316	-23.5037	19.8557	0.326581	0.489888	0.0132452	1.00341	0.034668	0.180725	305.687	19.8557	0.00267816	0.00261428	0.106457	
1.0084	-365.333	558.18	-23.7042	19.9535	0.418853	0.674246	0.0119559	1.0084	-3.33929	-3.26025	305.698	19.9535	0.00260386	0.00257248	0.2035	
1.01339	-365.614	558.378	-23.4988	20.0513	0.316014	0.471031	0.0129101	1.01339	-0.421875	-0.385193	305.753	20.0513	0.00245148	0.00244351	0.0963979	
1.01838	-365.766	558.526	-23.3044	20.1491	0.420492	0.676997	0.0117036	1.01838	2.97839	3.07916	305.743	20.1491	0.00273385	0.00261214	0.20571	
1.02338	-365.49	558.328	-23.5131	20.2469	0.307182	0.455165	0.013031	1.02338	0.0966187	0.240295	305.691	20.2469	0.00265667	0.00272975	0.0869669	
1.02837	-365.336	558.18	-23.7196	20.3447	0.420128	0.677273	0.0113029	1.02837	-3.32849	-3.24872	305.704	20.3447	0.00271196	0.00268841	0.20738	
1.03336	-365.602	558.371	-23.5118	20.4425	0.30027	0.44231	0.0129561	1.03336	-0.479309	-0.437439	305.751	20.4425	0.00237099	0.00244892	0.0798884	
1.03835	-365.756	558.515	-23.2977	20.5403	0.418891	0.676044	0.0114675	1.03835	2.96686	3.07727	305.738	20.5403	0.00271772	0.00288528	0.206837	
1.04334	-365.492	558.325	-23.4898	20.6382	0.294534	0.432111	0.0126545	1.04334	0.150879	0.298401	305.689	20.6382	0.00259921	0.00257669	0.0745889	
1.04834	-365.338	558.183	-23.7026	20.736	0.416366	0.672453	0.011513	1.04834	-3.31714	-3.23334	305.702	20.736	0.00278304	0.00287191	0.206716	
1.05333	-365.608	558.378	-23.5135	20.8338	0.291065	0.425851	0.012564	1.05333	-0.535767	-0.490601	305.755	20.8338	0.00246925	0.00251282	0.0721826	
1.05832	-365.768	558.522	-23.3019	20.9316	0.412717	0.666864	0.0111001	1.05832	2.96307	3.06281	305.746	20.9316	0.00269672	0.00272961	0.204779	
1.06331	-365.498	558.329	-23.4927	21.0294	0.2888	0.423277	0.0125891	1.06331	0.218506	0.358154	305.699	21.0294	0.00252337	0.00260054	0.0724031	
1.06831	-365.337	558.175	-23.7089	21.1272	0.408385	0.65887	0.0111757	1.06831	-3.30322	-3.22052	305.713	21.1272	0.00279059	0.0029227	0.2023	
1.0733	-365.606	558.363	-23.5174	21.225	0.288116	0.424163	0.012529	1.0733	-0.584961	-0.541809	305.757	21.225	0.00258346	0.00258359	0.0753526	
1.07829	-365.768	558.518	-23.2906	21.3228	0.402732	0.649502	0.0109639	1.07829	2.96448	3.06818	305.746	21.3228	0.00300032	0.00289157	0.199229	
1.08328	-365.502	558.326	-23.4825	21.4206	0.289392	0.427357	0.0124214	1.08328	0.276794	0.42804	305.693	21.4206	0.00243488	0.00246751	0.0799145	
1.08827	-365.344	558.174	-23.7108	21.5185	0.395879	0.637971	0.0109973	1.08827	-3.2879	-3.20044	305.702	21.5185	0.00272247	0.00273861	0.193965	
1.09327	-365.608	558.367	-23.5284	21.6163	0.291803	0.433761	0.0123668	1.09327	-0.634888	-0.599182	305.754	21.6163	0.00260787	0.002564	0.0869635	
1.09826	-365.765	558.528	-23.3043	21.7141	0.388403	0.624686	0.0107683	1.09826	2.9599	3.05524	305.74	21.7141	0.00284772	0.00286078	0.189048	
1.10325	-365.507	558.339	-23.4813	21.8119	0.295011	0.442499	0.0120408	1.10325	0.343384	0.485169	305.693	21.8119	0.00260841	0.0025126	0.094366	
1.10824	-365.349	558.177	-23.7052	21.9097	0.380456	0.609708	0.0110746	1.10824	-3.28119	-3.19385	305.704	21.9097	0.00302646	0.002915	0.183127	
1.11323	-365.603	558.364	-23.5236	22.0075	0.299412	0.45288	0.0116812	1.11323	-0.697815	-0.651062	305.749	22.0075	0.00256879	0.00268902	0.102468	
1.11823	-365.764	558.515	-23.2954	22.1053	0.371029	0.593608	0.0111669	1.11823	2.94598	3.04962	305.742	22.1053	0.00292687	0.00301343	0.176389	
1.12322	-365.512	558.332	-23.4744	22.2031	0.304571	0.464106	0.0116431	1.12322	0.396057	0.540711	305.702	22.2031	0.00253798	0.00245597	0.110768	
1.12821	-365.347	558.183	-23.6971	22.301	0.361811	0.576044	0.0110185	1.12821	-3.27313	-3.18005	305.713	22.301	0.00301731	0.00304134	0.169007	
1.1332	-365.596	558.374	-23.5267	22.3988	0.309815	0.476586	0.0114291	1.1332	-0.754089	-0.71167	305.756	22.3988	0.00262279	0.00256781	0.11895	
1.13819	-365.76	558.533	-23.306	22.4966	0.351036	0.557493	0.0106491	1.13819	2.9325	3.0257	305.738	22.4966	0.00289866	0.00282053	0.160837	
1.14319	-365.514	558.343	-23.4757	22.5944	0.316146	0.488793	0.0113281	1.14319	0.43811	0.585632	305.69	22.5944	0.00255461	0.00263641	0.127163	
1.14818	-365.349	558.183	-23.7078	22.6922	0.341124	0.538289	0.0108654	1.14818	-3.27881	-3.18628	305.706	22.6922	0.00312901	0.00306043	0.152733	
1.15317	-365.594	558.366	-23.5414	22.79	0.321204	0.501213	0.0113628	1.15317	-0.821838	-0.777222	305.756	22.79	0.00278311	0.00282054	0.134544	
1.15816	-365.764	558.526	-23.306	22.8878	0.330558	0.518409	0.0107776	1.15816	2.92102	3.021	305.75	22.8878	0.00306488	0.00300293	0.143648	
1.16315	-365.518	558.342	-23.4648	22.9856	0.326642	0.513345	0.0109929	1.16315	0.498474	0.645447	305.702	22.9856	0.00258329	0.00256738	0.141625	
1.16815	-365.351	558.179	-23.6931	23.0834	0.319306	0.498179	0.0111446	1.16815	-3.27014	-3.17639	305.711	23.0834	0.00307745	0.00299221	0.134362	
1.17314	-365.59	558.356	-23.5295	23.1813	0.33233	0.52435	0.0104204	1.17314	-0.879822	-0.837647	305.761	23.1813	0.00271233	0.00271652	0.148114	
1.17813	-365.752	558.522	-23.3084	23.2791	0.308942	0.478115	0.0111697	1.17813	2.9126	3.00397	305.748	23.2791	0.00296403	0.00289716	0.124738	
1.18312	-365.516	558.349	-23.4725	23.3769	0.336887	0.534968	0.0104006	1.18312	0.552979	0.692688	305.696	23.3769	0.00274042	0.00281868	0.154162	
1.18812	-365.352	558.181	-23.6984	23.4747	0.297836	0.458478	0.0110215	1.18812	-3.25861	-3.17291	305.704	23.4747	0.00296093	0.00294875	0.115286	
1.19311	-365.583	558.358	-23.5435	23.5725	0.341918	0.543826	0.0103364	1.19311	-0.935791	-0.899719	305.756	23.5725	0.0027363	0.00279801	0.159376	
1.1981	-365.753	558.524	-23.3036	23.6703	0.28808	0.439296	0.0107749	1.1981	2.90363	2.99487	305.748	23.6703	0.00287284	0.0029503	0.105669	
1.20309	-365.527	558.346	-23.4482	23.7681	0.345002	0.552039	0.0103668	1.20309	0.616394	0.758911	305.704	23.7681	0.00279361	0.00273257	0.163682	
1.20808	-365.352	558.184	-23.692	23.8659	0.278553	0.421566	0.0109243	1.20808	-3.25208	-3.1568	305.711	23.8659	0.00302649	0.00303356	0.0961306	
1.21308	-365.572	558.367	-23.5498	23.9637	0.347977	0.557874	0.00991872	1.21308	-1.0036	-0.958313	305.752	23.9637	0.00276921	0.002793	0.167338	
1.21807	-365.748	558.526	-23.3147	24.0616	0.27011	0.404905	0.0108083	1.21807	2.88525	2.97205	305.739	24.0616	0.00266655	0.00266756	0.0871309	
1.22306	-365.53	558.347	-23.4569	24.1594	0.349608	0.562799	0.00999617	1.22306	0.672485	0.803711	305.695	24.1594	0.00305308	0.00302074	0.170125	
1.22805	-365.357	558.187	-23.6885	24.2572	0.262215	0.390435	0.0109241	1.22805	-3.24054	-3.15698	305.708	24.2572	0.002981	0.00295012	0.0788623	
1.23304	-365.578	558.357	-23.5474	24.355	0.351138	0.565212	0.0100735	1.23304	-1.05878	-1.01807	305.752	24.355	0.00288347	0.00284634	0.172078	
1.23804	-365.749	558.518	-23.3073	24.4528	0.255772	0.378552	0.0104814	1.23804	2.88153	2.9726	305.742	24.4528	0.00299286	0.00287156	0.0718661	
1.24303	-365.534	558.35	-23.4413	24.5506	0.351077	0.566595	0.00969842	1.24303	0.731018	0.872315	305.7	24.5506	0.00304747	0.00314331	0.173421	
1.24802	-365.365	558.193	-23.6826	24.6484	0.250619	0.368503	0.0110618	1.24802	-3.2406	-3.14465	305.715	24.6484	0.00284735	0.00291329	0.0659705	
1.25301	-365.574	558.361	-23.5476	24.7462	0.350466	0.565976	0.00956105	1.25301	-1.12512	-1.08429	305.76	24.7462	0.00295543	0.00294954	0.173481	
1.258	-365.74	558.518	-23.3071	24.844	0.246644	0.361496	0.0105579	1.258	2.87158	2.96265	305.747	24.844	0.00273958	0.00281614	0.0622696	
1.263	-365.533	558.348	-23.4515	24.9419	0.348893	0.563687	0.00959029	1.263	0.796997	0.935608	305.7	24.9419	0.00325882	0.00326955	0.173363	
1.26799	-365.362	558.181	-23.7074	25.0397	0.244126	0.35759	0.0110846	1.26799	-3.22241	-3.13403	305.712	25.0397	0.00291326	0.00286314	0.0606642	
1.27298	-365.567	558.34	-23.5767	25.1375	0.346642	0.559635	0.00943311	1.27298	-1.18304	-1.13971	305.757	25.1375	0.00301106	0.00297421	0.171663	
1.27797	-365.75	558.508	-23.3187	25.2353	0.242611	0.356149	0.0101921	1.27797	2.8598	2.95361	305.74	25.2353	0.00284198	0.00282281	0.0609444	
1.28296	-365.552	558.355	-23.4383	25.3331	0.342846	0.553738	0.00972717	1.28296	0.855408	1.00061	305.696	25.3331	0.00327311	0.00330075	0.169963	
1.28796	-365.361	558.19	-23.6865	25.4309	0.242851	0.357513	0.0103398	1.28796	-3.20984	-3.12445	305.708	25.4309	0.00275681	0.0028059	0.06413	
1.29295	-365.555	558.348	-23.5678	25.5287	0.33872	0.545929	0.00945526	1.29295	-1.2392	-1.20886	305.75	25.5287	0.00317075	0.00321036	0.166968	
1.29794	-365.737	558.515	-23.3217	25.6265	0.244423	0.361584	0.0106122	1.29794	2.84973	2.93652	305.742	25.6265	0.00288954	0.00298717	0.0682102	
1.30293	-365.543	558.357	-23.4485	25.7243	0.333211	0.536998	0.00929535	1.30293	0.907654	1.05328	305.698	25.7243	0.00327049	0.0032948	0.163408	
1.30792	-365.371	558.185	-23.6964	25.8222	0.246862	0.367808	0.0101656	1.30792	-3.20331	-3.11517	305.707	25.8222	0.00275483	0.00272943	0.0743328	
1.31292	-365.554	558.335	-23.5701	25.92	0.327456	0.526245	0.00946176	1.31292	-1.3078	-1.26752	305.754	25.92	0.00333179	0.00337718	0.159148	
1.31791	-365.727	558.505	-23.3161	26.0178	0.250535	0.376227	0.00993924	1.31791	2.8324	2.93225	305.745	26.0178	0.00301899	0.00303106	0.0811389	
1.3229	-365.549	558.354	-23.4265	26.1156	0.320978	0.514111	0.00930617	1.3229	0.981323	1.12366	305.693	26.1156	0.00334224	0.00334673	0.154271	
1.32789	-365.372	558.192	-23.679	26.2134	0.254507	0.385647	0.0100869	1.32789	-3.19025	-3.10199	305.698	26.2134	0.00283238	0.00287837	0.0878817	
1.33289	-365.548	558.348	-23.5671	26.3112	0.313367	0.50106	0.009206	1.33289	-1.36536	-1.33038	305.751	26.3112	0.00332032	0.00331177	0.148564	
1.33788	-365.729	558.514	-23.3167	26.409	0.259438	0.39573	0.0100069	1.33788	2.82599	2.91675	305.747	26.409	0.00305688	0.00298315	0.0952462	
1.34287	-365.553	558.36	-23.437	26.5068	0.305841	0.486958	0.0091893	1.34287	1.03394	1.18207	305.694	26.5068	0.00328014	0.00340557	0.142539	
1.34786	-365.371	558.191	-23.6918	26.6046	0.264402	0.406785	0.0098431	1.34786	-3.17432	-3.0788	305.708	26.6046	0.00279811	0.00283413	0.102193	
1.35285	-365.55	558.345	-23.5693	26.7025	0.29743	0.471636	0.00943863	1.35285	-1.43066	-1.38947	305.757	26.7025	0.00333748	0.00336529	0.135741	
1.35785	-365.73	558.513	-23.3104	26.8003	0.269728	0.417966	0.00976225	1.35785	2.80731	2.89227	305.742	26.8003	0.00295631	0.00299101	0.10923	
1.36284	-365.556	558.364	-23.4329	26.8981	0.288901	0.455896	0.00915069	1.36284	1.11298	1.2561	305.699	26.8981	0.00340677	0.00345174	0.128678	
1.36783	-365.373	558.201	-23.6892	26.9959	0.274996	0.429111	0.00943848	1.36783	-3.16229	-3.06043	305.71	26.9959	0.0030069	0.00299317	0.115889	
1.37282	-365.543	558.354	-23.5706	27.0937	0.28016	0.439423	0.00955125	1.37282	-1.49707	-1.45892	305.756	27.0937	0.00349882	0.00342282	0.121173	
1.37781	-365.722	558.523	-23.3146	27.1915	0.280082	0.440084	0.00924311	1.37781	2.80347	2.88355	305.743	27.1915	0.00312064	0.0031079	0.122356	
1.38281	-365.558	558.362	-23.4327	27.2893	0.271315	0.42273	0.00924175	1.38281	1.16235	1.30707	305.694	27.2893	0.00323488	0.00319599	0.113486	
1.3878	-365.386	558.186	-23.6978	27.3871	0.285142	0.450212	0.00899173	1.3878	-3.14893	-3.04724	305.702	27.3871	0.00304385	0.00300544	0.127487	
1.39279	-365.549	558.339	-23.5798	27.4849	0.262484	0.406176	0.00934693	1.39279	-1.55103	-1.51074	305.754	27.4849	0.00353615	0.00347082	0.105443	
1.39778	-365.731	558.506	-23.3115	27.5828	0.289242	0.45941	0.00913331	1.39778	2.77728	2.86829	305.75	27.5828	0.00306626	0.00315323	0.132729	
1.40277	-365.561	558.363	-23.4275	27.6806	0.253949	0.389797	0.00937694	1.40277	1.22644	1.37439	305.7	27.6806	0.00322458	0.00319876	0.0973103	
1.40777	-365.379	558.199	-23.6882	27.7784	0.293365	0.467592	0.00888767	1.40777	-3.13446	-3.04114	305.7	27.7784	0.00304492	0.00313996	0.137224	
1.41276	-365.538	558.345	-23.5695	27.8762	0.245626	0.374149	0.00927625	1.41276	-1.62152	-1.58289	305.753	27.8762	0.00365728	0.00358866	0.089109	
1.41775	-365.714	558.514	-23.3013	27.974	0.296717	0.474591	0.00896045	1.41775	2.76514	2.85339	305.749	27.974	0.00326969	0.00324298	0.141035	
1.42274	-365.562	558.369	-23.4206	28.0718	0.237787	0.359659	0.00937828	1.42274	1.28107	1.43005	305.689	28.0718	0.00330695	0.00328727	0.0812729	
1.42773	-365.381	558.193	-23.694	28.1696	0.299324	0.480369	0.00873112	1.42773	-3.12195	-3.01856	305.702	28.1696	0.00319793	0.00327548	0.144248	
1.43273	-365.533	558.328	-23.5668	28.2674	0.231187	0.346052	0.00935297	1.43273	-1.6778	-1.63684	305.752	28.2674	0.00350906	0.0035098	0.0737492	
1.43772	-365.714	558.501	-23.292	28.3652	0.301429	0.484823	0.00842693	1.43772	2.74115	2.82721	305.747	28.3652	0.00329675	0.00339973	0.146603	
1.44271	-365.564	558.36	-23.4169	28.4631	0.224611	0.334471	0.00937432	1.44271	1.34564	1.48468	305.701	28.4631	0.00346903	0.00339387	0.0667106	
1.4477	-365.381	558.19	-23.69	28.5609	0.302541	0.487532	0.00863548	1.4477	-3.09833	-3.0047	305.7	28.5609	0.003503	0.00342861	0.148725	
1.4527	-365.535	558.337	-23.5772	28.6587	0.219805	0.324589	0.0092963	1.4527	-1.7403	-1.70282	305.758	28.6587	0.00345914	0.00350772	0.0609458	
1.45769	-365.723	558.51	-23.3101	28.7565	0.303125	0.488916	0.00829971	1.45769	2.73175	2.81232	305.758	28.7565	0.0033898	0.003452	0.149573	
1.46268	-365.567	558.367	-23.4284	28.8543	0.215465	0.317052	0.0091304	1.46268	1.40772	1.55328	305.701	28.8543	0.00345207	0.00342042	0.0561825	
1.46767	-365.381	558.196	-23.6995	28.9521	0.302776	0.488584	0.00831609	1.46767	-3.07739	-2.97369	305.701	28.9521	0.0037075	0.0037145	0.150167	
1.47266	-365.532	558.335	-23.5744	29.0499	0.212589	0.311717	0.00922953	1.47266	-1.79004	-1.7497	305.749	29.0499	0.00337169	0.00338891	0.0532479	
1.47766	-365.717	558.497	-23.3014	29.1477	0.301326	0.487016	0.00828288	1.47766	2.71021	2.78943	305.749	29.1477	0.00343569	0.00348047	0.149665	
1.48265	-365.568	558.364	-23.4249	29.2455	0.211069	0.30897	0.00914109	1.48265	1.461	1.60638	305.708	29.2455	0.00340658	0.00335819	0.0523368	
1.48764	-365.383	558.196	-23.7026	29.3434	0.299413	0.483732	0.00818873	1.48764	-3.0625	-2.95544	305.703	29.3434	0.00372184	0.00371132	0.148555	
1.49263	-365.531	558.325	-23.5812	29.4412	0.210232	0.308653	0.00906647	1.49263	-1.84833	-1.81085	305.743	29.4412	0.00332656	0.00331728	0.0533162	
1.49762	-365.711	558.505	-23.3039	29.539	0.296782	0.478923	0.00840807	1.49762	2.69452	2.77399	305.752	29.539	0.00362085	0.00369709	0.147083	
1.50262	-365.566	558.372	-23.4187	29.6368	0.210967	0.310695	0.00895981	1.50262	1.51672	1.6615	305.713	29.6368	0.00351246	0.00348719	0.0559539	
1.50761	-365.39	558.193	-23.6977	29.7346	0.293282	0.472795	0.00828128	1.50761	-3.03326	-2.92481	305.703	29.7346	0.0039158	0.0038324	0.144406	
1.5126	-365.536	558.326	-23.5882	29.8324	0.21254	0.314763	0.00890064	1.5126	-1.89661	-1.84918	305.746	29.8324	0.00331232	0.0032966	0.0603726	
1.51759	-365.721	558.506	-23.3021	29.9302	0.288769	0.465247	0.00810407	1.51759	2.65961	2.74078	305.76	29.9302	0.00382602	0.00381129	0.141478	
1.52258	-365.574	558.38	-23.4164	30.028	0.215274	0.320737	0.00884588	1.52258	1.57257	1.7171	305.716	30.028	0.00344715	0.00341893	0.0654841	
1.52758	-365.382	558.206	-23.6964	30.1258	0.284068	0.456206	0.00822868	1.52758	-3.00415	-2.88702	305.695	30.1258	0.00385701	0.00382073	0.137848	
1.53257	-365.52	558.333	-23.5753	30.2237	0.218504	0.328528	0.00858258	1.53257	-1.95795	-1.90973	305.738	30.2237	0.00331709	0.00335717	0.0714502	
1.53756	-365.705	558.509	-23.3	30.3215	0.278379	0.445963	0.00813712	1.53756	2.63178	2.70453	305.744	30.3215	0.00385243	0.00392034	0.133491	
1.54255	-365.567	558.381	-23.4259	30.4193	0.222488	0.33732	0.00874002	1.54255	1.62006	1.75977	305.697	30.4193	0.00347608	0.00350876	0.0777372	
1.54754	-365.393	558.201	-23.7036	30.5171	0.272199	0.434948	0.00799906	1.54754	-2.97064	-2.8653	305.692	30.5171	0.00399107	0.00401015	0.128707	
1.55254	-365.538	558.319	-23.5782	30.6149	0.227024	0.346822	0.00851639	1.55254	-1.99988	-1.96027	305.736	30.6149	0.00344405	0.00341852	0.0840199	
1.55753	-365.714	558.5	-23.293	30.7127	0.265627	0.422826	0.00812403	1.55753	2.5976	2.67206	305.752	30.7127	0.00401368	0.00404227	0.123323	
1.56252	-365.572	558.387	-23.406	30.8105	0.231739	0.35682	0.00825966	1.56252	1.66333	1.80835	305.702	30.8105	0.00343613	0.00340187	0.0903945	
1.56751	-365.386	558.204	-23.6875	30.9083	0.258555	0.409775	0.00827068	1.56751	-2.94086	-2.82507	305.686	30.9083	0.00388272	0.00392589	0.117682	
