Scan started at 15:00:19 30/09/2014
Time (s)	x (nT)	y (nT)	z (nT)	Frequency (Hz)	x (nT)	y (nT)	z (nT)
0.474248	-0.819092	-0.739441	315.478	9.48768	0.00141045	0.00122201	0.39534	
0.47924	0.750305	0.844666	315.476	9.5855	0.000858656	0.000922213	0.246463	
0.484232	0.452454	0.564514	315.46	9.68331	0.00100638	0.000897401	0.376087	
0.489224	-1.11859	-1.02002	315.463	9.78112	0.000527736	0.000690949	0.258927	
0.494216	-0.826294	-0.741577	315.476	9.87893	0.00100471	0.00101367	0.356623	
0.499208	0.750977	0.846375	315.479	9.97674	0.000858144	0.000906621	0.271	
0.5042	0.466126	0.583557	315.462	10.0746	0.00112668	0.00103721	0.335781	
0.509192	-1.1095	-1.00616	315.46	10.1724	0.00059294	0.000570293	0.283034	
0.514184	-0.831238	-0.750794	315.476	10.2702	0.00116874	0.000948193	0.315173	
0.519176	0.744507	0.839111	315.476	10.368	0.00088165	0.000812595	0.294961	
0.524168	0.473267	0.591614	315.463	10.4658	0.000826035	0.000700354	0.294243	
0.52916	-1.10602	-0.997131	315.452	10.5636	0.000829484	0.000896753	0.303278	
0.534153	-0.839233	-0.757446	315.469	10.6614	0.000942315	0.000751628	0.272907	
0.539145	0.743408	0.83136	315.483	10.7592	0.00113642	0.0012038	0.31221	
0.544137	0.494446	0.601135	315.466	10.857	0.00154874	0.00152589	0.252213	
0.549129	-1.08307	-0.984924	315.463	10.9549	0.000856936	0.00082058	0.319515	
0.554121	-0.846314	-0.76294	315.485	11.0527	0.000849594	0.000777677	0.231267	
0.559113	0.733337	0.82605	315.494	11.1505	0.000685803	0.000748743	0.324305	
0.564105	0.503113	0.616638	315.472	11.2483	0.000984081	0.000883214	0.212503	
0.569097	-1.07196	-0.972168	315.46	11.3461	0.000891129	0.000942321	0.329391	
0.574089	-0.838501	-0.764954	315.478	11.4439	0.000934798	0.000979281	0.193561	
0.579081	0.738281	0.830383	315.484	11.5417	0.000955041	0.000848182	0.332235	
0.584073	0.511902	0.628235	315.472	11.6395	0.000818167	0.000944459	0.177328	
0.589065	-1.06787	-0.964905	315.467	11.7373	0.00087511	0.000802456	0.334361	
0.594058	-0.853882	-0.769592	315.48	11.8352	0.00123391	0.0012143	0.162176	
0.59905	0.72815	0.81665	315.483	11.933	0.000989551	0.000875266	0.334666	
0.604042	0.520325	0.631043	315.466	12.0308	0.000827793	0.000843306	0.150166	
0.609034	-1.06342	-0.953674	315.457	12.1286	0.000878946	0.000892289	0.33265	
0.614026	-0.858093	-0.776672	315.473	12.2264	0.00128067	0.00132797	0.140913	
0.619018	0.730286	0.817627	315.483	12.3242	0.000948197	0.000938091	0.329519	
0.62401	0.540344	0.65448	315.468	12.422	0.000829409	0.000935361	0.135668	
0.629002	-1.04102	-0.929871	315.452	12.5198	0.00126523	0.00118998	0.325818	
0.633994	-0.858521	-0.768738	315.467	12.6176	0.00131447	0.00122746	0.132925	
0.638986	0.71991	0.818543	315.485	12.7155	0.000633555	0.00056068	0.319696	
0.643978	0.548706	0.665466	315.472	12.8133	0.000605701	0.000551929	0.134908	
0.64897	-1.02887	-0.924805	315.464	12.9111	0.000962638	0.00101488	0.312218	
0.653962	-0.863953	-0.781433	315.472	13.0089	0.00073497	0.000911844	0.138912	
0.658955	0.718262	0.806824	315.48	13.1067	0.000851636	0.00071308	0.304309	
0.663947	0.555603	0.669312	315.467	13.2045	0.0009452	0.00105291	0.145992	
0.668939	-1.02649	-0.919678	315.462	13.3023	0.000602133	0.000557986	0.295035	
0.673931	-0.875061	-0.794617	315.473	13.4001	0.000990608	0.00110295	0.154328	
0.678923	0.699707	0.790772	315.479	13.4979	0.00119199	0.00120961	0.28462	
0.683915	0.560608	0.681641	315.467	13.5958	0.000825337	0.000796337	0.163793	
0.688907	-1.01794	-0.900452	315.454	13.6936	0.000817782	0.000744035	0.273662	
0.693899	-0.884216	-0.797424	315.474	13.7914	0.000935604	0.00113084	0.17391	
0.698891	0.690186	0.781311	315.485	13.8892	0.000948908	0.000811435	0.261376	
0.703883	0.557556	0.679627	315.467	13.987	0.000976482	0.000846119	0.184162	
0.708875	-1.01544	-0.904419	315.459	14.0848	0.000857631	0.000841827	0.24967	
0.713867	-0.89447	-0.808594	315.469	14.1826	0.000500376	0.000598736	0.193798	
0.71886	0.689209	0.774475	315.477	14.2804	0.0010119	0.000996383	0.236544	
0.723852	0.578491	0.68689	315.464	14.3782	0.000942686	0.000914589	0.203285	
0.728844	-1.00439	-0.891602	315.453	14.4761	0.000816801	0.000766557	0.222403	
0.733836	-0.903381	-0.817566	315.475	14.5739	0.000692249	0.000826718	0.212298	
0.738828	0.668518	0.759522	315.484	14.6717	0.000753524	0.000779446	0.208541	
0.74382	0.572266	0.690247	315.46	14.7695	0.000581664	0.000527372	0.220148	
0.748812	-1.00372	-0.888977	315.454	14.8673	0.00117093	0.00107513	0.195322	
0.753804	-0.915222	-0.827026	315.477	14.9651	0.000817459	0.000693039	0.227435	
0.758796	0.656921	0.747864	315.483	15.0629	0.00106585	0.000916668	0.180174	
0.763788	0.576172	0.695923	315.467	15.1607	0.000933993	0.000943217	0.233648	
0.76878	-0.994019	-0.884644	315.461	15.2585	0.00098742	0.000964667	0.167345	
0.773772	-0.920654	-0.843933	315.473	15.3564	0.000850441	0.000926488	0.238712	
0.778764	0.648987	0.734131	315.487	15.4542	0.000887786	0.00090109	0.153533	
0.783757	0.586365	0.696777	315.466	15.552	0.000870959	0.000872177	0.242892	
0.788749	-0.983582	-0.878723	315.45	15.6498	0.00102892	0.00101775	0.140585	
0.793741	-0.932678	-0.848145	315.467	15.7476	0.000539383	0.000558803	0.24567	
0.798733	0.635315	0.729065	315.479	15.8454	0.00105757	0.00100047	0.129306	
0.803725	0.591187	0.715088	315.471	15.9432	0.000820643	0.000877292	0.24779	
0.808717	-0.982361	-0.861633	315.46	16.041	0.000863281	0.000860713	0.11855	
0.813709	-0.952271	-0.853577	315.474	16.1388	0.000809999	0.000827029	0.248553	
0.818701	0.622559	0.725159	315.482	16.2367	0.000980432	0.000945537	0.111085	
0.823693	0.597961	0.716248	315.465	16.3345	0.00081824	0.000726069	0.248308	
0.828685	-0.968994	-0.857849	315.459	16.4323	0.000821782	0.000836878	0.104473	
0.833677	-0.946472	-0.859192	315.48	16.5301	0.000971108	0.00105289	0.24695	
0.838669	0.615967	0.709656	315.488	16.6279	0.00131283	0.00112612	0.10187	
0.843661	0.607483	0.725159	315.469	16.7257	0.000839122	0.000719256	0.244396	
0.848654	-0.951172	-0.844971	315.457	16.8235	0.000777796	0.000881086	0.100989	
0.853646	-0.952393	-0.872009	315.469	16.9213	0.000575279	0.000555209	0.240848	
0.858638	0.607666	0.697022	315.48	17.0191	0.00120693	0.00128746	0.102178	
0.86363	0.611878	0.728394	315.466	17.117	0.000859219	0.000761259	0.236572	
0.868622	-0.94812	-0.833557	315.465	17.2148	0.000773736	0.000793834	0.106281	
0.873614	-0.962158	-0.874817	315.478	17.3126	0.000955271	0.000805882	0.230962	
0.878606	0.593506	0.69043	315.477	17.4104	0.00110645	0.00118086	0.112494	
0.883598	0.617188	0.739441	315.463	17.5082	0.000988816	0.00103634	0.224878	
0.88859	-0.935547	-0.821838	315.462	17.606	0.000720327	0.000736873	0.1193	
0.893582	-0.968018	-0.873474	315.479	17.7038	0.00077866	0.000657276	0.217488	
0.898574	0.592163	0.68573	315.484	17.8016	0.00113885	0.00112306	0.127322	
0.903566	0.635254	0.751892	315.463	17.8994	0.00114397	0.000992667	0.209658	
0.908559	-0.923279	-0.810852	315.451	17.9973	0.000808316	0.000838624	0.135267	
0.913551	-0.974487	-0.882629	315.467	18.0951	0.000888379	0.000832456	0.201135	
0.918543	0.581604	0.681702	315.486	18.1929	0.000844087	0.00093468	0.143471	
0.923535	0.640808	0.763062	315.473	18.2907	0.000957321	0.00095819	0.191976	
0.928527	-0.915039	-0.799072	315.455	18.3885	0.000899115	0.000976688	0.151555	
0.933519	-0.977295	-0.890625	315.469	18.4863	0.000764454	0.000737193	0.18229	
0.938511	0.574829	0.664551	315.483	18.5841	0.000795481	0.000904569	0.15938	
0.943503	0.650086	0.764404	315.469	18.6819	0.00101154	0.000953522	0.172153	
0.948495	-0.89624	-0.7854	315.457	18.7797	0.000914153	0.000989938	0.167117	
0.953487	-0.9823	-0.89917	315.479	18.8776	0.000725986	0.000626346	0.161717	
0.958479	0.565186	0.650086	315.492	18.9754	0.000714919	0.000771522	0.173156	
0.963471	0.656006	0.768982	315.465	19.0732	0.000854898	0.000892051	0.151164	
0.968463	-0.890564	-0.779968	315.453	19.171	0.00115267	0.00118822	0.179924	
0.973456	-0.988709	-0.905579	315.478	19.2688	0.00100702	0.00103517	0.140387	
0.978448	0.554871	0.641357	315.489	19.3666	0.000621855	0.00064689	0.184401	
0.98344	0.661316	0.774536	315.465	19.4644	0.000827565	0.000957537	0.130093	
0.988432	-0.884949	-0.770935	315.455	19.5622	0.0010186	0.00114253	0.18957	
0.993424	-1.00415	-0.912903	315.473	19.66	0.00102454	0.000995202	0.119545	
0.998416	0.540283	0.630188	315.482	19.7579	0.000599377	0.000601624	0.193082	
1.00341	0.667969	0.783569	315.467	19.8557	0.000816339	0.000891045	0.110547	
1.0084	-0.879639	-0.762268	315.453	19.9535	0.000931529	0.000961976	0.195944	
1.01339	-1.01215	-0.922302	315.473	20.0513	0.000791886	0.000762914	0.10118	
1.01838	0.538147	0.624878	315.489	20.1491	0.000800681	0.000818571	0.197758	
1.02338	0.679688	0.792053	315.46	20.2469	0.000824119	0.000835965	0.0940993	
1.02837	-0.863342	-0.749817	315.453	20.3447	0.000892975	0.000923786	0.198966	
1.03336	-1.01672	-0.927002	315.479	20.4425	0.000812947	0.00080456	0.0878036	
1.03835	0.517639	0.609558	315.485	20.5403	0.000824269	0.000827114	0.198802	
1.04334	0.676941	0.794495	315.469	20.6382	0.000861668	0.00094741	0.0836631	
1.04834	-0.853882	-0.740723	315.46	20.736	0.000780746	0.000831784	0.19805	
1.05333	-1.02454	-0.93335	315.476	20.8338	0.000823194	0.000821332	0.081386	
1.05832	0.50769	0.604004	315.487	20.9316	0.000860927	0.000747753	0.196513	
1.06331	0.688171	0.805054	315.472	21.0294	0.000977001	0.000881658	0.0813862	
1.06831	-0.844605	-0.730713	315.46	21.1272	0.000901081	0.00077698	0.193904	
1.0733	-1.03284	-0.934448	315.472	21.225	0.000939657	0.0010047	0.0835181	
1.07829	0.501282	0.602722	315.486	21.3228	0.00074979	0.000730206	0.190869	
1.08328	0.703003	0.818359	315.47	21.4206	0.000945177	0.00100773	0.0870451	
1.08827	-0.83075	-0.717712	315.453	21.5185	0.000963981	0.00100408	0.186732	
1.09327	-1.0368	-0.948242	315.474	21.6163	0.00107985	0.00107417	0.0924635	
1.09826	0.496887	0.58374	315.485	21.7141	0.000879894	0.000804954	0.181683	
1.10325	0.706177	0.819702	315.464	21.8119	0.00109764	0.00115309	0.0982534	
1.10824	-0.823975	-0.707764	315.46	21.9097	0.000940989	0.000932447	0.176321	
1.11323	-1.04968	-0.956116	315.477	22.0075	0.000825981	0.000917257	0.10491	
1.11823	0.471314	0.566467	315.483	22.1053	0.000783483	0.000749068	0.169915	
1.12322	0.706055	0.822876	315.465	22.2031	0.00112795	0.00114372	0.111836	
1.12821	-0.817444	-0.708557	315.453	22.301	0.00108956	0.00102965	0.163259	
1.1332	-1.06012	-0.975647	315.479	22.3988	0.000886203	0.00086854	0.118968	
1.13819	0.456726	0.547302	315.484	22.4966	0.000761428	0.00069865	0.155966	
1.14319	0.707642	0.821411	315.463	22.5944	0.00119172	0.0011077	0.12579	
1.14818	-0.808472	-0.696411	315.46	22.6922	0.00100204	0.000990169	0.148246	
1.15317	-1.06787	-0.979187	315.477	22.79	0.000685916	0.000762763	0.132392	
1.15816	0.445923	0.542725	315.486	22.8878	0.000774117	0.000767074	0.140259	
1.16315	0.717102	0.834107	315.463	22.9856	0.000989102	0.00104147	0.138645	
1.16815	-0.797974	-0.688599	315.456	23.0834	0.000960536	0.000984536	0.132063	
1.17314	-1.08118	-0.988037	315.476	23.1813	0.000967006	0.000956228	0.14435	
1.17813	0.430176	0.528076	315.482	23.2791	0.000747554	0.000750705	0.123536	
1.18312	0.717774	0.835938	315.471	23.3769	0.000750181	0.000749916	0.1496	
1.18812	-0.789307	-0.677857	315.463	23.4747	0.00114349	0.00117955	0.115062	
1.19311	-1.08154	-0.997376	315.472	23.5725	0.000831506	0.000976228	0.15414	
1.1981	0.424683	0.511536	315.48	23.6703	0.000909107	0.000846981	0.106635	
1.20309	0.719727	0.838806	315.47	23.7681	0.000717906	0.000832862	0.157876	
1.20808	-0.786804	-0.672913	315.462	23.8659	0.00117653	0.00115197	0.0979753	
1.21308	-1.0932	-1.01477	315.474	23.9637	0.00102259	0.00114114	0.161132	
1.21807	0.407776	0.494751	315.486	24.0616	0.000945051	0.00097249	0.0911151	
1.22306	0.719544	0.835327	315.474	24.1594	0.000849532	0.000927579	0.163551	
1.22805	-0.782654	-0.669922	315.469	24.2572	0.00118464	0.00118423	0.0833484	
1.23304	-1.10822	-1.02448	315.475	24.355	0.00085585	0.000853269	0.165378	
1.23804	0.39386	0.476502	315.472	24.4528	0.000939926	0.000908497	0.077395	
1.24303	0.736633	0.84845	315.462	24.5506	0.000823282	0.000766006	0.166265	
1.24802	-0.759033	-0.650024	315.455	24.6484	0.00105272	0.00108948	0.0727427	
1.25301	-1.10632	-1.0238	315.475	24.7462	0.00100391	0.00103987	0.166688	
1.258	0.392517	0.475647	315.489	24.844	0.000973161	0.000955352	0.0694333	
1.263	0.743958	0.852112	315.47	24.9419	0.000712224	0.000727593	0.166174	
1.26799	-0.755615	-0.654663	315.457	25.0397	0.00108341	0.0010499	0.0685413	
1.27298	-1.112	-1.04016	315.471	25.1375	0.000926266	0.00103641	0.164901	
1.27797	0.384338	0.462647	315.478	25.2353	0.00128712	0.00125109	0.068866	
1.28296	0.754578	0.864868	315.467	25.3331	0.00109099	0.00110282	0.163043	
1.28796	-0.739441	-0.627197	315.453	25.4309	0.000976571	0.0010324	0.0708554	
1.29295	-1.12408	-1.03735	315.464	25.5287	0.00103648	0.00108547	0.160281	
1.29794	0.371033	0.458557	315.48	25.6265	0.00114829	0.00112279	0.0740738	
1.30293	0.76355	0.877686	315.468	25.7243	0.00110116	0.00109417	0.157149	
1.30792	-0.723999	-0.606506	315.469	25.8222	0.00092467	0.000941972	0.0784865	
1.31292	-1.12122	-1.03107	315.481	25.92	0.000805357	0.000720951	0.153014	
1.31791	0.37085	0.45813	315.486	26.0178	0.00109847	0.0012362	0.0845598	
1.3229	0.785645	0.90155	315.472	26.1156	0.00108932	0.00112137	0.148607	
1.32789	-0.703491	-0.586548	315.453	26.2134	0.00102638	0.00109458	0.0901471	
1.33289	-1.12323	-1.03833	315.468	26.3112	0.000899237	0.000949966	0.143439	
1.33788	0.365051	0.442139	315.483	26.409	0.00111433	0.00115581	0.0960256	
1.34287	0.783142	0.896423	315.47	26.5068	0.00105716	0.000989938	0.13784	
1.34786	-0.698425	-0.583679	315.459	26.6046	0.00104822	0.00111775	0.102122	
1.35285	-1.12878	-1.0434	315.473	26.7025	0.00121441	0.00107453	0.131714	
1.35785	0.347595	0.437866	315.487	26.8003	0.00103093	0.00117004	0.108088	
1.36284	0.791687	0.903992	315.467	26.8981	0.000781341	0.000853033	0.125292	
1.36783	-0.687744	-0.576721	315.456	26.9959	0.00117609	0.00111934	0.113808	
1.37282	-1.14014	-1.0603	315.481	27.0937	0.00102702	0.00105187	0.1186	
1.37781	0.33905	0.42096	315.489	27.1915	0.00106183	0.00112251	0.119112	
1.38281	0.804871	0.922974	315.478	27.2893	0.00112171	0.00117147	0.111493	
1.3878	-0.667053	-0.556763	315.472	27.3871	0.00125933	0.00125358	0.124153	
1.39279	-1.138	-1.06049	315.474	27.4849	0.00140374	0.00133005	0.104465	
1.39778	0.336548	0.418945	315.481	27.5828	0.000809825	0.00102386	0.128595	
1.40277	0.820435	0.929505	315.476	27.6806	0.000978155	0.00109797	0.0971781	
1.40777	-0.652222	-0.540833	315.458	27.7784	0.00110219	0.00103939	0.132765	
1.41276	-1.14264	-1.0564	315.462	27.8762	0.00122845	0.00124532	0.0902432	
1.41775	0.332092	0.415955	315.486	27.974	0.00085755	0.00091835	0.136	
1.42274	0.827698	0.945191	315.477	28.0718	0.000970131	0.00108606	0.0832758	
1.42773	-0.641174	-0.519836	315.45	28.1696	0.00115396	0.00112386	0.138891	
1.43273	-1.1424	-1.06024	315.464	28.2674	0.00105433	0.00105441	0.0767843	
1.43772	0.320801	0.403259	315.479	28.3652	0.000963367	0.000937097	0.141093	
1.44271	0.835632	0.956238	315.464	28.4631	0.00121354	0.00125265	0.0711524	
1.4477	-0.616821	-0.505188	315.456	28.5609	0.00111479	0.00112246	0.142644	
1.4527	-1.13886	-1.05872	315.471	28.6587	0.00125938	0.00130594	0.0659998	
1.45769	0.312439	0.401428	315.474	28.7565	0.00101458	0.00100118	0.143567	
1.46268	0.842651	0.960693	315.465	28.8543	0.00132942	0.00138671	0.0625514	
1.46767	-0.612732	-0.498291	315.464	28.9521	0.00095436	0.00095848	0.143842	
1.47266	-1.15582	-1.06744	315.473	29.0499	0.00104071	0.00104935	0.0598516	
1.47766	0.29773	0.387024	315.482	29.1477	0.000972393	0.000950575	0.143497	
1.48265	0.849732	0.959595	315.464	29.2455	0.00109202	0.00109288	0.0590652	
1.48764	-0.600159	-0.485596	315.454	29.3434	0.00106279	0.00105749	0.142537	
1.49263	-1.15222	-1.0545	315.476	29.4412	0.00122606	0.00120269	0.0596381	
1.49762	0.30426	0.392883	315.484	29.539	0.000996261	0.000981685	0.140909	
1.50262	0.872925	0.986817	315.471	29.6368	0.00123048	0.00124962	0.0617809	
1.50761	-0.577393	-0.456604	315.457	29.7346	0.00101708	0.00098443	0.138735	
1.5126	-1.15515	-1.06628	315.471	29.8324	0.00126602	0.0011693	0.0651381	
1.51759	0.292114	0.370117	315.478	29.9302	0.000888204	0.000957058	0.136017	
1.52258	0.875488	0.975586	315.46	30.028	0.00116576	0.00120836	0.0690844	
1.52758	-0.570923	-0.464661	315.457	30.1258	0.00106987	0.00109628	0.132381	
1.53257	-1.16809	-1.07947	315.474	30.2237	0.00119079	0.0012672	0.0741761	
1.53756	0.268494	0.360413	315.485	30.3215	0.000970596	0.000944139	0.128571	
1.54255	0.865296	0.980347	315.464	30.4193	0.00113856	0.00117761	0.0791502	
1.54754	-0.578552	-0.462891	315.453	30.5171	0.00112422	0.0011341	0.12427	
1.55254	-1.18958	-1.09778	315.467	30.6149	0.00117235	0.00126143	0.0846252	
1.55753	0.251831	0.339539	315.479	30.7127	0.00106862	0.00103274	0.119334	
1.56252	0.878235	0.988892	315.47	30.8105	0.00118139	0.00127351	0.0900521	
1.56751	-0.552979	-0.438843	315.454	30.9083	0.00115565	0.00109416	0.114208	
1.57251	-1.17749	-1.08942	315.465	31.0061	0.00121445	0.00129757	0.0953383	
1.5775	0.254944	0.339417	315.483	31.104	0.00104007	0.00102412	0.108769	
1.58249	0.881226	0.992798	315.472	31.2018	0.00123123	0.001336	0.10034	
1.58748	-0.552673	-0.433044	315.46	31.2996	0.00126961	0.00114092	0.102646	
1.59247	-1.19428	-1.10217	315.472	31.3974	0.00117451	0.00117808	0.105173	
1.59747	0.23468	0.314819	315.485	31.4952	0.00109994	0.00106234	0.0966908	
